vehicle_id,insured_value_million_toman,risk_score,segment,has_own_damage_policy,record_type
V06069,703.183129,0.85015062,standard,True,synthetic
V06070,508.070406,1.18717117,standard,False,synthetic
V06071,1109.882897,0.93245654,preferred,True,synthetic
V06072,1328.223176,1.12194414,standard,True,synthetic
V06073,450.605468,0.83597788,standard,True,synthetic
V06074,1830.242816,1.27386777,standard,True,synthetic
V06075,396.960417,0.97890747,standard,True,synthetic
V06076,716.485702,1.08429948,preferred,True,synthetic
V06077,353.191613,0.99780151,standard,True,synthetic
V06078,905.801457,0.68450806,standard,False,synthetic
V06079,409.260156,1.02417607,standard,True,synthetic
V06080,457.918439,1.12131766,standard,True,synthetic
V06081,478.788643,0.68645914,preferred,False,synthetic
V06082,327.769392,0.85051415,commercial,True,synthetic
V06083,679.674705,1.12084889,commercial,True,synthetic
V06084,922.693553,0.41172454,standard,True,synthetic
V06085,603.268583,1.31444855,standard,False,synthetic
V06086,815.898304,1.08600042,standard,False,synthetic
V06087,1906.13855,0.85109451,preferred,False,synthetic
V06088,712.672454,0.75148008,preferred,True,synthetic
V06089,534.121957,2.50846016,preferred,True,synthetic
V06090,493.574588,0.59442627,preferred,True,synthetic
V06091,1018.849903,1.11710225,standard,True,synthetic
V06092,659.08715,0.64088924,standard,True,synthetic
V06093,524.226427,0.62473754,standard,False,synthetic
V06094,731.777687,0.62478922,standard,True,synthetic
V06095,477.812452,1.12854681,preferred,True,synthetic
V06096,563.515955,0.88351043,standard,True,synthetic
V06097,1467.359926,0.76788104,standard,True,synthetic
V06098,1044.980963,1.14070935,standard,False,synthetic
V06099,1160.406451,0.54732545,standard,False,synthetic
V06100,445.150018,0.88009489,standard,True,synthetic
V06101,339.367043,1.00088645,standard,False,synthetic
V06102,308.292678,1.03351086,standard,False,synthetic
V06103,250.0,0.87211267,standard,True,synthetic
V06104,674.947566,1.04704856,preferred,True,synthetic
V06105,844.882077,0.93808839,standard,False,synthetic
V06106,1549.992497,1.40277547,commercial,False,synthetic
V06107,1100.97424,0.99455154,preferred,True,synthetic
V06108,527.553142,1.46486332,preferred,True,synthetic
V06109,1620.895566,0.86693507,standard,False,synthetic
V06110,799.862387,0.72411176,standard,True,synthetic
V06111,708.737815,1.1499296,preferred,False,synthetic
V06112,1325.91846,1.35295985,standard,True,synthetic
V06113,1150.506044,1.8239215,standard,False,synthetic
V06114,773.001368,0.71315348,standard,True,synthetic
V06115,306.959634,1.30188382,commercial,False,synthetic
V06116,1324.904456,1.01161042,standard,True,synthetic
V06117,436.277637,0.46322442,preferred,True,synthetic
V06118,579.659192,1.06799449,standard,False,synthetic
V06119,396.193677,0.59713217,standard,True,synthetic
V06120,1272.267436,1.27995327,standard,True,synthetic
V06121,766.312634,1.00077597,standard,False,synthetic
V06122,961.432093,0.99171187,standard,False,synthetic
V06123,913.931647,0.87442973,commercial,True,synthetic
V06124,1857.779339,1.51228564,preferred,True,synthetic
V06125,250.0,0.71923454,standard,True,synthetic
V06126,386.184518,1.0177544,standard,True,synthetic
V06127,1986.995578,0.54193728,commercial,True,synthetic
V06128,1257.906625,0.97948964,preferred,True,synthetic
V06129,1375.189947,0.52015261,standard,False,synthetic
V06130,514.809661,0.50590283,standard,True,synthetic
V06131,1164.428862,1.40838891,standard,True,synthetic
V06132,1330.660788,1.24639127,standard,False,synthetic
V06133,1030.601556,1.18803465,commercial,True,synthetic
V06134,1035.803213,1.99766632,standard,True,synthetic
V06135,380.230566,0.87021861,preferred,False,synthetic
V06136,1885.818942,1.22043286,standard,False,synthetic
V06137,540.746841,1.31365185,preferred,True,synthetic
V06138,420.239169,1.07462189,preferred,True,synthetic
V06139,351.734869,0.72702552,standard,True,synthetic
V06140,1029.870324,1.04508711,preferred,True,synthetic
V06141,278.799787,0.46484622,standard,False,synthetic
V06142,610.494253,0.83108079,standard,True,synthetic
V06143,396.634082,1.50377551,standard,True,synthetic
V06144,870.67916,1.26838027,standard,True,synthetic
V06145,556.445843,1.37071573,standard,True,synthetic
V06146,1131.708721,0.88516158,preferred,False,synthetic
V06147,1235.118355,1.17662313,standard,False,synthetic
V06148,696.959831,0.76153075,standard,True,synthetic
V06149,250.0,1.74472653,standard,False,synthetic
V06150,282.803607,0.94474371,preferred,True,synthetic
V06151,250.0,1.51321666,commercial,True,synthetic
V06152,769.248294,1.0034687,commercial,False,synthetic
V06153,822.049723,1.05593786,preferred,False,synthetic
V06154,413.703662,1.56660144,preferred,True,synthetic
V06155,431.497728,0.94538784,standard,True,synthetic
V06156,430.811016,0.75568484,standard,False,synthetic
V06157,250.0,0.83701075,standard,True,synthetic
V06158,383.708254,0.55169169,standard,False,synthetic
V06159,846.11177,1.22002248,standard,True,synthetic
V06160,878.117509,0.69346021,preferred,True,synthetic
V06161,749.7668,0.73184919,standard,True,synthetic
V06162,373.492658,0.95269454,preferred,False,synthetic
V06163,2825.59769,1.11115174,preferred,True,synthetic
V06164,405.914019,0.57633664,preferred,True,synthetic
V06165,709.020327,1.55969048,standard,True,synthetic
V06166,483.591332,0.98848419,standard,True,synthetic
V06167,1184.000966,0.40870216,preferred,True,synthetic
V06168,558.071304,0.9101158,standard,False,synthetic
V06169,544.402846,1.3797549,preferred,True,synthetic
V06170,908.408839,1.14552192,standard,True,synthetic
V06171,497.230212,0.52685314,standard,True,synthetic
V06172,352.373806,1.73492789,commercial,True,synthetic
V06173,963.061094,0.9762324,preferred,True,synthetic
V06174,714.28275,1.40579127,standard,False,synthetic
V06175,779.306879,1.21152465,preferred,True,synthetic
V06176,1285.982663,1.3643941,preferred,True,synthetic
V06177,1364.21245,1.60473952,standard,False,synthetic
V06178,731.051637,0.88999971,commercial,True,synthetic
V06179,250.0,0.73028288,preferred,True,synthetic
V06180,456.460958,0.56274984,standard,True,synthetic
V06181,802.029056,0.68966037,commercial,False,synthetic
V06182,1018.968531,1.08757895,commercial,True,synthetic
V06183,737.543126,0.68769396,standard,True,synthetic
V06184,1190.746467,1.21261658,preferred,True,synthetic
V06185,1084.746483,0.55333342,commercial,True,synthetic
V06186,626.571721,1.03215085,standard,False,synthetic
V06187,987.230164,1.22950341,standard,False,synthetic
V06188,1082.512348,0.47804982,commercial,True,synthetic
V06189,984.958719,0.53750973,standard,False,synthetic
V06190,343.229483,1.06739805,preferred,False,synthetic
V06191,931.540091,0.99367198,standard,True,synthetic
V06192,1790.536344,0.62375849,preferred,True,synthetic
V06193,398.348658,1.53159734,commercial,False,synthetic
V06194,763.706773,0.77226175,preferred,False,synthetic
V06195,467.016974,1.72502322,standard,False,synthetic
V06196,669.334547,1.14721143,preferred,False,synthetic
V06197,750.194687,0.90881359,commercial,True,synthetic
V06198,429.686171,1.4126553,standard,True,synthetic
V06199,774.392487,0.87063338,preferred,True,synthetic
V06200,909.944595,0.71443808,standard,False,synthetic
V06201,1429.185476,1.1009522,standard,False,synthetic
V06202,471.073153,2.29835432,preferred,True,synthetic
V06203,285.644363,0.48784927,standard,True,synthetic
V06204,1202.482618,1.15720356,commercial,True,synthetic
V06205,826.684329,1.01086333,commercial,False,synthetic
V06206,970.265854,1.71354567,preferred,True,synthetic
V06207,753.077521,1.20377176,standard,False,synthetic
V06208,670.05531,0.74588003,standard,True,synthetic
V06209,704.865221,1.06725133,standard,True,synthetic
V06210,1143.003175,0.86070768,commercial,True,synthetic
V06211,434.60944,1.38295833,preferred,True,synthetic
V06212,527.505712,1.24539877,commercial,True,synthetic
V06213,1182.379544,1.4382965,preferred,True,synthetic
V06214,500.759315,0.55647355,standard,True,synthetic
V06215,1581.860838,1.2763496,standard,True,synthetic
V06216,435.354752,1.00945914,standard,False,synthetic
V06217,318.595213,1.26791099,preferred,True,synthetic
V06218,1093.336465,2.05348371,standard,True,synthetic
V06219,1164.4214,1.3196879,standard,False,synthetic
V06220,569.967579,1.14628358,standard,True,synthetic
V06221,933.250721,0.6222164,standard,True,synthetic
V06222,752.299166,0.90501723,commercial,False,synthetic
V06223,899.630004,0.89125667,preferred,True,synthetic
V06224,1548.142056,0.74548045,preferred,True,synthetic
V06225,1003.138109,0.83681646,standard,True,synthetic
V06226,1094.906096,1.0113453,standard,True,synthetic
V06227,924.751279,0.84308989,standard,True,synthetic
V06228,966.99743,1.40171142,standard,False,synthetic
V06229,1546.31245,1.48921347,preferred,True,synthetic
V06230,590.04937,0.61989578,standard,True,synthetic
V06231,394.999473,1.07309248,commercial,True,synthetic
V06232,1306.530296,0.88219259,commercial,False,synthetic
V06233,1365.580465,0.85560879,standard,False,synthetic
V06234,977.565363,1.19610818,standard,True,synthetic
V06235,3500.0,1.11799952,standard,True,synthetic
V06236,1435.712845,1.28122614,standard,True,synthetic
V06237,2871.678267,2.01077043,preferred,True,synthetic
V06238,1641.916194,0.99647467,preferred,False,synthetic
V06239,293.266444,1.17113199,standard,False,synthetic
V06240,782.881558,0.7122047,standard,True,synthetic
V06241,601.756557,1.17724071,commercial,True,synthetic
V06242,1199.391179,1.03158716,standard,True,synthetic
V06243,783.991827,1.27309782,standard,True,synthetic
V06244,470.512972,0.9244113,standard,True,synthetic
V06245,448.226513,0.96126766,standard,False,synthetic
V06246,1121.510577,0.79268568,standard,True,synthetic
V06247,797.06777,1.21525399,preferred,False,synthetic
V06248,250.0,1.31020413,standard,True,synthetic
V06249,995.781975,0.82333533,standard,True,synthetic
V06250,877.159979,1.26230046,standard,False,synthetic
V06251,646.876502,1.03863356,standard,False,synthetic
V06252,924.432623,1.30804574,standard,False,synthetic
V06253,447.561722,1.19255974,standard,True,synthetic
V06254,619.999818,0.9720515,commercial,True,synthetic
V06255,745.630438,1.29201314,standard,False,synthetic
V06256,823.116547,0.86530526,commercial,True,synthetic
V06257,1159.702212,0.75643214,standard,True,synthetic
V06258,2051.756492,1.47257867,standard,True,synthetic
V06259,309.878495,0.73525612,preferred,False,synthetic
V06260,2019.979938,1.20585313,commercial,True,synthetic
V06261,850.221876,1.29039109,commercial,True,synthetic
V06262,383.155614,0.88843481,preferred,True,synthetic
V06263,1095.42892,0.69897366,standard,True,synthetic
V06264,544.872148,0.47328134,commercial,False,synthetic
V06265,1244.603037,1.62090894,preferred,False,synthetic
V06266,1044.860948,2.03029228,standard,False,synthetic
V06267,395.885199,0.53994597,standard,True,synthetic
V06268,1426.214635,1.26514994,standard,True,synthetic
V06269,753.319166,0.80522064,standard,True,synthetic
V06270,1562.301171,1.2711655,standard,False,synthetic
V06271,404.963377,0.45666933,preferred,True,synthetic
V06272,2279.448681,1.0566417,standard,True,synthetic
V06273,289.56705,1.49856828,standard,True,synthetic
V06274,1456.791887,0.73709512,standard,True,synthetic
V06275,1384.301842,0.4,preferred,True,synthetic
V06276,3500.0,0.74919338,preferred,True,synthetic
V06277,284.758764,1.34447946,standard,True,synthetic
V06278,1034.341743,1.54076053,preferred,True,synthetic
V06279,722.158609,0.84728915,preferred,False,synthetic
V06280,1038.367326,1.3102112,preferred,True,synthetic
V06281,581.302878,0.93200609,standard,True,synthetic
V06282,400.824861,0.60689587,preferred,True,synthetic
V06283,539.848149,1.02806859,standard,True,synthetic
V06284,495.025027,1.48323724,preferred,True,synthetic
V06285,1064.619917,0.45739827,standard,True,synthetic
V06286,2148.62178,0.64975456,standard,True,synthetic
V06287,2215.267642,2.25976115,standard,False,synthetic
V06288,1475.837316,0.41514155,standard,True,synthetic
V06289,1350.543969,0.91803624,standard,False,synthetic
V06290,305.296831,0.95503821,standard,True,synthetic
V06291,768.77802,0.550933,standard,False,synthetic
V06292,773.31062,0.74674655,standard,True,synthetic
V06293,575.238739,0.96817267,standard,True,synthetic
V06294,869.9907,0.7517213,preferred,True,synthetic
V06295,909.643498,1.23062514,commercial,False,synthetic
V06296,539.780051,0.79785588,preferred,True,synthetic
V06297,582.671581,0.79056465,standard,True,synthetic
V06298,257.414735,1.53725192,standard,False,synthetic
V06299,1426.324322,1.1077062,standard,False,synthetic
V06300,773.090768,1.10178757,standard,True,synthetic
V06301,311.978458,0.79229055,standard,True,synthetic
V06302,657.099258,0.92412789,preferred,True,synthetic
V06303,1293.095772,0.83512874,standard,False,synthetic
V06304,275.890926,1.43218733,commercial,False,synthetic
V06305,471.165595,1.10849869,preferred,True,synthetic
V06306,1016.199442,1.06535042,standard,True,synthetic
V06307,744.794442,1.04510481,standard,True,synthetic
V06308,524.730015,0.85131902,preferred,True,synthetic
V06309,1103.752992,0.66418099,standard,True,synthetic
V06310,644.324068,1.21745051,commercial,True,synthetic
V06311,250.0,0.80805536,standard,True,synthetic
V06312,724.992731,0.85188004,standard,True,synthetic
V06313,526.400845,0.98636393,commercial,False,synthetic
V06314,688.067615,1.00877968,preferred,True,synthetic
V06315,904.226878,1.41917501,preferred,True,synthetic
V06316,619.819553,0.68524175,commercial,True,synthetic
V06317,1401.524548,1.00761761,standard,False,synthetic
V06318,662.620913,0.85404575,standard,True,synthetic
V06319,1095.587021,1.02180466,preferred,True,synthetic
V06320,603.520879,1.61755956,standard,False,synthetic
V06321,436.897239,1.1134232,preferred,False,synthetic
V06322,736.284625,1.45292374,preferred,False,synthetic
V06323,1083.917613,0.62310599,commercial,False,synthetic
V06324,1101.051626,1.05232464,preferred,True,synthetic
V06325,755.369879,0.731871,standard,False,synthetic
V06326,283.234586,0.55930775,preferred,True,synthetic
V06327,1406.199924,0.89209154,commercial,True,synthetic
V06328,1071.475547,0.61104026,commercial,False,synthetic
V06329,250.0,1.27081072,preferred,True,synthetic
V06330,391.688094,2.00596204,standard,True,synthetic
V06331,1215.80481,1.19125868,standard,True,synthetic
V06332,652.535398,1.07407697,standard,True,synthetic
V06333,313.426797,1.52372027,standard,True,synthetic
V06334,1106.45729,1.13819222,standard,True,synthetic
V06335,685.284807,0.84245657,standard,False,synthetic
V06336,604.568643,1.53136565,standard,True,synthetic
V06337,708.160952,1.61330158,standard,False,synthetic
V06338,490.454143,0.65409586,standard,True,synthetic
V06339,315.179741,1.21217568,preferred,True,synthetic
V06340,1680.015598,1.21158473,preferred,True,synthetic
V06341,518.06319,1.12895202,standard,True,synthetic
V06342,512.756574,1.11349814,commercial,True,synthetic
V06343,939.442322,1.02742863,preferred,True,synthetic
V06344,707.579345,1.09462168,standard,True,synthetic
V06345,923.949986,1.05527164,standard,True,synthetic
V06346,991.238701,0.90460435,standard,False,synthetic
V06347,437.930622,0.93305062,preferred,True,synthetic
V06348,463.020269,1.27898395,standard,False,synthetic
V06349,973.843429,1.03302613,standard,True,synthetic
V06350,757.560787,0.82062047,preferred,True,synthetic
V06351,663.641342,0.79675415,standard,True,synthetic
V06352,832.44139,1.21780578,standard,False,synthetic
V06353,378.240273,1.89080391,standard,True,synthetic
V06354,390.833088,0.85187381,standard,True,synthetic
V06355,394.269888,1.61743947,standard,True,synthetic
V06356,522.881276,1.77838657,standard,True,synthetic
V06357,777.030165,0.84030608,preferred,True,synthetic
V06358,1040.348661,0.69132733,standard,True,synthetic
V06359,1151.182195,1.20888105,commercial,False,synthetic
V06360,1060.220453,0.97627255,preferred,True,synthetic
V06361,406.415908,1.71299956,standard,True,synthetic
V06362,1302.723547,0.64623978,standard,True,synthetic
V06363,1349.406851,0.83952812,preferred,True,synthetic
V06364,1548.372593,1.49210782,commercial,True,synthetic
V06365,1165.057231,1.78294778,standard,True,synthetic
V06366,957.030659,1.11653643,standard,False,synthetic
V06367,1203.498219,0.78280822,standard,False,synthetic
V06368,1203.536455,0.73803762,standard,True,synthetic
V06369,1721.224811,1.19292702,standard,True,synthetic
V06370,595.802533,1.45715638,standard,True,synthetic
V06371,348.649096,1.44600955,preferred,False,synthetic
V06372,748.978401,0.69916096,commercial,True,synthetic
V06373,282.361971,1.67970089,standard,False,synthetic
V06374,1006.568521,0.93957912,commercial,False,synthetic
V06375,388.950975,2.63736414,standard,False,synthetic
V06376,372.989902,0.70061632,standard,True,synthetic
V06377,377.495649,1.1539242,standard,False,synthetic
V06378,1092.527315,1.27536223,standard,False,synthetic
V06379,1247.885497,1.06180746,preferred,True,synthetic
V06380,400.79831,0.85129486,standard,True,synthetic
V06381,1116.084291,1.00299531,standard,True,synthetic
V06382,731.779431,1.17024783,standard,True,synthetic
V06383,598.898611,1.11048769,standard,True,synthetic
V06384,252.31943,1.20406573,preferred,True,synthetic
V06385,873.684299,1.48544717,commercial,True,synthetic
V06386,544.419873,0.90984426,standard,True,synthetic
V06387,315.86426,1.63474262,standard,True,synthetic
V06388,774.40199,1.24393093,preferred,True,synthetic
V06389,1015.628153,0.86518896,standard,True,synthetic
V06390,1502.668891,0.76980493,standard,True,synthetic
V06391,391.544183,0.52755595,standard,True,synthetic
V06392,1137.963786,1.3152101,preferred,True,synthetic
V06393,253.087449,1.15457208,preferred,False,synthetic
V06394,2243.799199,0.68492792,preferred,False,synthetic
V06395,844.671151,1.14058991,standard,True,synthetic
V06396,673.893756,1.98179031,commercial,False,synthetic
V06397,1020.419569,1.28310223,standard,False,synthetic
V06398,623.641645,0.64590526,standard,False,synthetic
V06399,597.894277,0.74016734,standard,True,synthetic
V06400,2552.751103,0.68494025,standard,True,synthetic
V06401,759.154137,1.42852718,standard,True,synthetic
V06402,601.600947,1.36207012,commercial,False,synthetic
V06403,2523.030764,1.19694367,preferred,False,synthetic
V06404,1125.356792,1.11435451,standard,True,synthetic
V06405,2205.022157,0.81211528,commercial,True,synthetic
V06406,2057.723026,1.15016161,standard,True,synthetic
V06407,573.82734,1.01755104,standard,False,synthetic
V06408,602.285587,0.84266669,preferred,False,synthetic
V06409,413.184694,1.27562148,standard,True,synthetic
V06410,595.710488,0.67544623,commercial,True,synthetic
V06411,716.263368,0.78669238,standard,True,synthetic
V06412,1165.819068,0.70509168,standard,False,synthetic
V06413,1412.241814,1.11200092,preferred,True,synthetic
V06414,1196.293739,1.70670735,standard,True,synthetic
V06415,569.769443,1.44907311,standard,True,synthetic
V06416,706.276632,1.20818531,standard,True,synthetic
V06417,731.22183,1.58565749,standard,True,synthetic
V06418,1877.799291,1.72759652,standard,True,synthetic
V06419,683.325226,0.74943366,standard,False,synthetic
V06420,731.836672,1.10259482,standard,True,synthetic
V06421,659.942161,0.41258839,standard,True,synthetic
V06422,802.253327,1.28190072,standard,False,synthetic
V06423,583.744135,0.90133296,standard,True,synthetic
V06424,531.125716,0.9786416,standard,True,synthetic
V06425,1034.113067,0.78466988,standard,True,synthetic
V06426,463.99421,1.68442209,standard,True,synthetic
V06427,553.919845,1.03197298,commercial,False,synthetic
V06428,433.560215,0.86150155,commercial,False,synthetic
V06429,348.843166,0.97350057,commercial,False,synthetic
V06430,880.245834,1.0900657,commercial,True,synthetic
V06431,489.268488,1.09242387,preferred,False,synthetic
V06432,702.23955,1.52968105,standard,True,synthetic
V06433,308.946943,1.93070571,standard,True,synthetic
V06434,940.177525,1.65479454,standard,True,synthetic
V06435,608.472841,0.80561381,standard,True,synthetic
V06436,563.535405,0.84033406,standard,False,synthetic
V06437,781.678389,1.03782065,standard,True,synthetic
V06438,614.320716,0.86750108,standard,True,synthetic
V06439,530.828343,1.51981311,standard,False,synthetic
V06440,1218.483292,1.51987352,standard,True,synthetic
V06441,250.0,0.94108779,standard,True,synthetic
V06442,632.885587,1.0341719,standard,True,synthetic
V06443,1470.303629,1.37212331,standard,True,synthetic
V06444,1781.596808,0.76629931,standard,False,synthetic
V06445,1107.074706,1.12236202,preferred,False,synthetic
V06446,560.833194,1.22742433,standard,True,synthetic
V06447,728.346776,1.29862094,standard,True,synthetic
V06448,1188.987584,0.73223453,standard,False,synthetic
V06449,2006.623101,1.23204766,standard,True,synthetic
V06450,1049.264048,0.74919794,preferred,True,synthetic
V06451,719.747139,1.21586982,standard,True,synthetic
V06452,1445.421567,1.11076266,commercial,True,synthetic
V06453,470.358877,1.13364967,commercial,True,synthetic
V06454,412.820772,0.88247685,preferred,True,synthetic
V06455,793.786488,1.53602088,standard,True,synthetic
V06456,692.493227,0.83089564,preferred,True,synthetic
V06457,625.258716,1.22405022,standard,True,synthetic
V06458,570.625489,1.40280907,standard,True,synthetic
V06459,1459.33004,0.80747825,standard,True,synthetic
V06460,357.571662,0.67704206,standard,True,synthetic
V06461,628.855767,0.80213976,preferred,False,synthetic
V06462,778.33052,1.00412148,preferred,True,synthetic
V06463,1781.396986,1.97109806,standard,True,synthetic
V06464,544.254597,1.57778206,preferred,True,synthetic
V06465,676.976394,1.02304685,standard,False,synthetic
V06466,1295.404987,2.22722442,preferred,True,synthetic
V06467,318.005102,0.89432105,preferred,True,synthetic
V06468,770.382038,1.01153397,standard,True,synthetic
V06469,1516.862717,0.79681768,commercial,False,synthetic
V06470,678.829673,0.55146963,standard,True,synthetic
V06471,488.436361,1.68687387,commercial,False,synthetic
V06472,971.857912,0.91595513,standard,True,synthetic
V06473,644.97722,1.73175378,standard,False,synthetic
V06474,558.779652,0.8863024,preferred,True,synthetic
V06475,1138.620886,0.9710823,standard,False,synthetic
V06476,861.300465,1.31860843,standard,True,synthetic
V06477,593.400023,1.17256453,preferred,False,synthetic
V06478,279.098703,1.28320463,preferred,False,synthetic
V06479,488.926959,1.67180539,preferred,False,synthetic
V06480,254.469893,0.67410819,standard,True,synthetic
V06481,585.424724,0.56426198,standard,False,synthetic
V06482,693.305337,1.3224679,standard,False,synthetic
V06483,990.737831,1.16152794,standard,True,synthetic
V06484,884.893178,0.75806459,standard,True,synthetic
V06485,802.797551,1.25528059,standard,False,synthetic
V06486,455.557984,1.14813225,standard,False,synthetic
V06487,1064.536249,0.61162048,standard,True,synthetic
V06488,315.52728,0.55299857,preferred,True,synthetic
V06489,1266.891941,1.30298425,standard,False,synthetic
V06490,503.394217,1.00506869,commercial,False,synthetic
V06491,1265.581633,1.23109456,standard,False,synthetic
V06492,2932.119876,1.3783564,preferred,True,synthetic
V06493,1307.544827,0.85791913,standard,True,synthetic
V06494,1223.810994,0.96384319,commercial,False,synthetic
V06495,468.261005,1.13763951,preferred,True,synthetic
V06496,250.0,0.84921111,preferred,False,synthetic
V06497,482.644001,0.60553399,standard,False,synthetic
V06498,913.158051,1.11773002,standard,True,synthetic
V06499,909.173965,0.64590508,preferred,False,synthetic
V06500,628.602071,1.39571833,standard,True,synthetic
V06501,458.957567,1.46050589,standard,False,synthetic
V06502,1860.203151,0.82462367,standard,False,synthetic
V06503,557.837091,1.21651087,standard,False,synthetic
V06504,566.305044,0.93859446,standard,True,synthetic
V06505,1600.432735,1.12670955,standard,True,synthetic
V06506,1214.920239,1.15831276,standard,True,synthetic
V06507,758.098687,0.76203571,standard,True,synthetic
V06508,937.667121,1.25635008,standard,True,synthetic
V06509,507.969274,0.68492099,standard,True,synthetic
V06510,306.946276,0.63158773,standard,False,synthetic
V06511,602.118688,1.03113823,preferred,True,synthetic
V06512,1197.115819,1.76118012,standard,True,synthetic
V06513,698.45188,0.49886204,commercial,True,synthetic
V06514,633.487287,1.60078834,standard,False,synthetic
V06515,1189.08712,0.45473029,standard,True,synthetic
V06516,586.339626,0.69444278,commercial,True,synthetic
V06517,308.256784,0.77168131,standard,True,synthetic
V06518,963.835069,0.56602562,standard,True,synthetic
V06519,1126.414083,1.29933686,standard,False,synthetic
V06520,347.262183,0.76955575,standard,True,synthetic
V06521,380.989728,0.61337592,preferred,True,synthetic
V06522,881.984137,0.67182411,commercial,True,synthetic
V06523,934.190716,0.75098852,standard,True,synthetic
V06524,733.089412,1.84761005,standard,True,synthetic
V06525,715.008327,0.89999364,standard,True,synthetic
V06526,891.372826,0.95910439,standard,True,synthetic
V06527,466.600307,1.11889837,preferred,True,synthetic
V06528,818.74644,1.42582436,preferred,False,synthetic
V06529,1092.799995,0.70399815,preferred,True,synthetic
V06530,629.91702,0.87111137,standard,False,synthetic
V06531,1069.444122,1.00888978,standard,True,synthetic
V06532,691.665273,1.30915812,preferred,True,synthetic
V06533,1766.134153,0.97644689,standard,False,synthetic
V06534,668.461759,1.27252947,commercial,True,synthetic
V06535,682.326706,1.12207352,preferred,True,synthetic
V06536,2104.330502,0.54483911,preferred,True,synthetic
V06537,546.810421,2.05481408,standard,True,synthetic
V06538,250.0,0.46998309,standard,False,synthetic
V06539,561.520274,0.83124774,standard,True,synthetic
V06540,970.586118,0.60291768,preferred,False,synthetic
V06541,712.744304,0.90205791,preferred,True,synthetic
V06542,551.413359,1.08590004,standard,False,synthetic
V06543,526.637142,1.27812754,standard,True,synthetic
V06544,491.00395,1.23866653,commercial,True,synthetic
V06545,397.65525,0.79618299,standard,True,synthetic
V06546,776.572529,0.8561439,standard,True,synthetic
V06547,863.647646,1.57397966,commercial,False,synthetic
V06548,1077.140378,1.02070889,standard,True,synthetic
V06549,761.014325,0.8569458,standard,False,synthetic
V06550,853.479476,0.89832674,standard,False,synthetic
V06551,958.91324,1.05060387,standard,False,synthetic
V06552,1086.24895,0.77012178,standard,False,synthetic
V06553,250.0,1.07759877,standard,True,synthetic
V06554,1019.109484,0.61920613,preferred,True,synthetic
V06555,2175.784521,1.19974381,standard,True,synthetic
V06556,432.85772,0.97739594,standard,False,synthetic
V06557,494.912782,0.96358844,standard,True,synthetic
V06558,874.371251,1.26103131,standard,True,synthetic
V06559,1105.05722,1.05324816,standard,False,synthetic
V06560,709.894902,0.64980837,standard,True,synthetic
V06561,464.738296,0.87320397,standard,True,synthetic
V06562,2308.302032,0.86823259,standard,True,synthetic
V06563,904.366949,0.84261558,standard,True,synthetic
V06564,595.425618,0.71536306,standard,False,synthetic
V06565,568.651693,1.81513836,standard,True,synthetic
V06566,1416.641707,0.79224648,standard,True,synthetic
V06567,2471.38556,0.93603541,standard,True,synthetic
V06568,2196.738321,0.58261073,standard,False,synthetic
V06569,683.490423,0.91979549,standard,False,synthetic
V06570,1967.542827,0.61493774,standard,True,synthetic
V06571,832.097643,0.84051513,standard,False,synthetic
V06572,1323.801238,0.87408782,standard,False,synthetic
V06573,782.601948,1.45506023,standard,False,synthetic
V06574,850.877375,1.16922691,standard,True,synthetic
V06575,506.788822,1.18227316,standard,True,synthetic
V06576,813.582084,1.07838483,standard,True,synthetic
V06577,1588.182976,1.71698851,preferred,True,synthetic
V06578,745.577012,1.07636972,preferred,False,synthetic
V06579,1209.282574,0.74005103,standard,False,synthetic
V06580,250.0,0.81134154,standard,False,synthetic
V06581,609.851041,1.43714107,standard,True,synthetic
V06582,610.987208,0.92648332,preferred,True,synthetic
V06583,545.002129,1.37943232,preferred,True,synthetic
V06584,1317.574751,0.87159211,standard,True,synthetic
V06585,1013.024065,1.02984963,standard,False,synthetic
V06586,1202.270439,1.17222006,preferred,True,synthetic
V06587,1663.199534,1.48239776,standard,False,synthetic
V06588,576.953185,1.06078322,standard,False,synthetic
V06589,397.105885,1.25083595,standard,True,synthetic
V06590,390.260064,1.34892031,preferred,True,synthetic
V06591,2417.24896,2.78434536,preferred,True,synthetic
V06592,1262.460428,0.81702767,standard,True,synthetic
V06593,1120.93199,0.89515165,preferred,False,synthetic
V06594,693.440248,1.08303412,standard,True,synthetic
V06595,1987.169106,0.56167465,preferred,True,synthetic
V06596,761.904718,1.30577453,standard,True,synthetic
V06597,460.472553,0.77942618,commercial,True,synthetic
V06598,694.090169,1.03322853,standard,False,synthetic
V06599,260.159094,1.83592555,standard,True,synthetic
V06600,1132.143458,0.8983707,standard,False,synthetic
V06601,400.358404,0.72422845,standard,True,synthetic
V06602,881.651189,0.77511242,standard,True,synthetic
V06603,1151.641342,2.0258986,standard,True,synthetic
V06604,1438.642371,0.72090493,standard,True,synthetic
V06605,1049.645877,1.09827414,preferred,False,synthetic
V06606,1189.248333,0.87337434,standard,True,synthetic
V06607,766.945443,0.97944668,commercial,True,synthetic
V06608,609.266688,1.3331822,standard,True,synthetic
V06609,950.401958,1.21119775,preferred,True,synthetic
V06610,581.83698,0.86942857,commercial,True,synthetic
V06611,765.25694,1.26817805,standard,False,synthetic
V06612,980.044381,1.14520194,standard,False,synthetic
