policy_id,vehicle_id,coverage_type,property_limit_million_toman,bodily_limit_million_toman,insured_value_million_toman,deductible_million_toman,one_month_exposure,risk_score,segment,empirical_claim_probability,mean_paid_loss_million_toman,record_type
TP04598,V04598,third_party_liability,100.0,1000.0,,0.0,1.0,1.58188125,standard,0.009,81.27447854,synthetic
TP04599,V04599,third_party_liability,100.0,1000.0,,0.0,1.0,1.18412909,standard,0.007,90.93143111,synthetic
OD04599,V04599,own_damage,,,349.56762,5.0,1.0,1.18412909,standard,0.011,34.05975651,synthetic
TP04600,V04600,third_party_liability,200.0,1000.0,,0.0,1.0,1.46004959,commercial,0.009,97.77893969,synthetic
TP04601,V04601,third_party_liability,200.0,1000.0,,0.0,1.0,1.31096182,standard,0.003,91.96306392,synthetic
OD04601,V04601,own_damage,,,1180.520997,5.0,1.0,1.31096182,standard,0.012,23.90229442,synthetic
TP04602,V04602,third_party_liability,100.0,1500.0,,0.0,1.0,1.39842703,preferred,0.007,66.26269925,synthetic
OD04602,V04602,own_damage,,,1361.760707,5.0,1.0,1.39842703,preferred,0.012,27.44106931,synthetic
TP04603,V04603,third_party_liability,200.0,1000.0,,0.0,1.0,1.63018148,standard,0.004,181.93272159,synthetic
TP04604,V04604,third_party_liability,200.0,1000.0,,0.0,1.0,0.65390396,standard,0.001,147.86704957,synthetic
TP04605,V04605,third_party_liability,200.0,1000.0,,0.0,1.0,0.73632238,commercial,0.001,71.35548869,synthetic
OD04605,V04605,own_damage,,,678.567198,5.0,1.0,0.73632238,commercial,0.007,44.81858218,synthetic
TP04606,V04606,third_party_liability,200.0,1000.0,,0.0,1.0,1.02820991,standard,0.003,45.20187385,synthetic
OD04606,V04606,own_damage,,,842.769902,5.0,1.0,1.02820991,standard,0.009,18.65311702,synthetic
TP04607,V04607,third_party_liability,200.0,1000.0,,0.0,1.0,1.18838221,commercial,0.004,96.35707006,synthetic
TP04608,V04608,third_party_liability,400.0,1500.0,,0.0,1.0,0.89172841,standard,0.001,68.47858349,synthetic
OD04608,V04608,own_damage,,,1035.015736,5.0,1.0,0.89172841,standard,0.006,25.51087769,synthetic
TP04609,V04609,third_party_liability,200.0,1000.0,,0.0,1.0,0.73929557,standard,0.002,84.86114605,synthetic
OD04609,V04609,own_damage,,,637.567216,5.0,1.0,0.73929557,standard,0.005,51.35053806,synthetic
TP04610,V04610,third_party_liability,200.0,1000.0,,0.0,1.0,1.15768762,standard,0.003,53.13064505,synthetic
OD04610,V04610,own_damage,,,521.623396,5.0,1.0,1.15768762,standard,0.01,20.16758425,synthetic
TP04611,V04611,third_party_liability,100.0,1000.0,,0.0,1.0,0.73787867,preferred,0.001,26.37137652,synthetic
OD04611,V04611,own_damage,,,629.722691,5.0,1.0,0.73787867,preferred,0.003,27.6897975,synthetic
TP04612,V04612,third_party_liability,400.0,1500.0,,0.0,1.0,1.14885274,standard,0.005,57.11693546,synthetic
TP04613,V04613,third_party_liability,200.0,1500.0,,0.0,1.0,0.7812054,standard,0.006,164.94277296,synthetic
OD04613,V04613,own_damage,,,525.590374,5.0,1.0,0.7812054,standard,0.012,37.56006148,synthetic
TP04614,V04614,third_party_liability,100.0,1000.0,,0.0,1.0,1.58497431,standard,0.005,91.15953139,synthetic
TP04615,V04615,third_party_liability,100.0,1500.0,,0.0,1.0,1.09267073,standard,0.005,120.34003821,synthetic
TP04616,V04616,third_party_liability,200.0,1500.0,,0.0,1.0,0.96495346,standard,0.002,98.05323006,synthetic
OD04616,V04616,own_damage,,,586.843752,5.0,1.0,0.96495346,standard,0.005,27.68897671,synthetic
TP04617,V04617,third_party_liability,100.0,1000.0,,0.0,1.0,1.66616844,preferred,0.003,77.07976841,synthetic
OD04617,V04617,own_damage,,,663.92188,5.0,1.0,1.66616844,preferred,0.016,27.86802753,synthetic
TP04618,V04618,third_party_liability,200.0,1500.0,,0.0,1.0,0.94702502,standard,0.001,14.70453775,synthetic
OD04618,V04618,own_damage,,,1840.933527,5.0,1.0,0.94702502,standard,0.004,39.57513169,synthetic
TP04619,V04619,third_party_liability,200.0,1500.0,,0.0,1.0,1.25849308,standard,0.004,61.40888084,synthetic
OD04619,V04619,own_damage,,,551.132296,5.0,1.0,1.25849308,standard,0.013,19.36818376,synthetic
TP04620,V04620,third_party_liability,200.0,1500.0,,0.0,1.0,0.91373308,standard,0.006,91.39815001,synthetic
OD04620,V04620,own_damage,,,2136.792531,5.0,1.0,0.91373308,standard,0.013,28.2937173,synthetic
TP04621,V04621,third_party_liability,200.0,1000.0,,0.0,1.0,0.90654838,standard,0.001,15.88739242,synthetic
TP04622,V04622,third_party_liability,400.0,1000.0,,0.0,1.0,0.94899463,standard,0.003,140.65307557,synthetic
OD04622,V04622,own_damage,,,1004.447643,5.0,1.0,0.94899463,standard,0.006,15.53756127,synthetic
TP04623,V04623,third_party_liability,100.0,1000.0,,0.0,1.0,0.82763038,preferred,0.007,80.11557565,synthetic
OD04623,V04623,own_damage,,,413.800467,5.0,1.0,0.82763038,preferred,0.009,25.77543084,synthetic
TP04624,V04624,third_party_liability,200.0,1500.0,,0.0,1.0,1.44159401,commercial,0.004,62.63555122,synthetic
TP04625,V04625,third_party_liability,200.0,1500.0,,0.0,1.0,0.49273404,commercial,0.002,108.02292818,synthetic
TP04626,V04626,third_party_liability,400.0,1500.0,,0.0,1.0,1.08162789,preferred,0.007,41.60264256,synthetic
OD04626,V04626,own_damage,,,996.411164,5.0,1.0,1.08162789,preferred,0.011,27.68222591,synthetic
TP04627,V04627,third_party_liability,200.0,1500.0,,0.0,1.0,0.76138568,standard,0.005,52.51850624,synthetic
OD04627,V04627,own_damage,,,581.512228,5.0,1.0,0.76138568,standard,0.009,22.96174631,synthetic
TP04628,V04628,third_party_liability,100.0,1500.0,,0.0,1.0,1.32126061,standard,0.007,63.8727843,synthetic
TP04629,V04629,third_party_liability,400.0,1000.0,,0.0,1.0,0.89013906,preferred,0.005,88.40184078,synthetic
OD04629,V04629,own_damage,,,1510.570661,5.0,1.0,0.89013906,preferred,0.012,26.35734421,synthetic
TP04630,V04630,third_party_liability,100.0,1000.0,,0.0,1.0,1.6008421,commercial,0.008,95.94636676,synthetic
OD04630,V04630,own_damage,,,254.838564,5.0,1.0,1.6008421,commercial,0.017,25.33172741,synthetic
TP04631,V04631,third_party_liability,100.0,1000.0,,0.0,1.0,1.28148118,standard,0.002,64.21479775,synthetic
OD04631,V04631,own_damage,,,371.340325,5.0,1.0,1.28148118,standard,0.01,29.52237372,synthetic
TP04632,V04632,third_party_liability,200.0,1000.0,,0.0,1.0,0.83253164,standard,0.004,114.91409782,synthetic
OD04632,V04632,own_damage,,,644.406976,5.0,1.0,0.83253164,standard,0.007,21.13559726,synthetic
TP04633,V04633,third_party_liability,400.0,1000.0,,0.0,1.0,1.09436971,standard,0.002,79.28562103,synthetic
OD04633,V04633,own_damage,,,717.95004,5.0,1.0,1.09436971,standard,0.011,43.43108983,synthetic
TP04634,V04634,third_party_liability,200.0,1500.0,,0.0,1.0,0.69289638,standard,0.003,109.75310387,synthetic
OD04634,V04634,own_damage,,,1794.27299,5.0,1.0,0.69289638,standard,0.004,25.57671854,synthetic
TP04635,V04635,third_party_liability,100.0,1000.0,,0.0,1.0,1.01828639,standard,0.004,54.23325685,synthetic
OD04635,V04635,own_damage,,,555.49388,5.0,1.0,1.01828639,standard,0.01,34.20616708,synthetic
TP04636,V04636,third_party_liability,200.0,1500.0,,0.0,1.0,1.10664353,standard,0.004,68.23252854,synthetic
TP04637,V04637,third_party_liability,200.0,1500.0,,0.0,1.0,0.68906305,standard,0.002,74.60548864,synthetic
OD04637,V04637,own_damage,,,732.282943,5.0,1.0,0.68906305,standard,0.006,17.48966991,synthetic
TP04638,V04638,third_party_liability,200.0,1000.0,,0.0,1.0,1.12909287,commercial,0.004,106.40586257,synthetic
OD04638,V04638,own_damage,,,1121.572792,5.0,1.0,1.12909287,commercial,0.009,28.97643845,synthetic
TP04639,V04639,third_party_liability,100.0,1500.0,,0.0,1.0,1.28332131,standard,0.003,61.4946643,synthetic
OD04639,V04639,own_damage,,,782.810323,5.0,1.0,1.28332131,standard,0.015,25.17657995,synthetic
TP04640,V04640,third_party_liability,400.0,1000.0,,0.0,1.0,0.7255434,standard,0.003,34.04398132,synthetic
OD04640,V04640,own_damage,,,507.961303,5.0,1.0,0.7255434,standard,0.008,19.08779094,synthetic
TP04641,V04641,third_party_liability,200.0,1000.0,,0.0,1.0,1.92026129,standard,0.005,41.2794824,synthetic
OD04641,V04641,own_damage,,,558.747576,5.0,1.0,1.92026129,standard,0.012,36.97936141,synthetic
TP04642,V04642,third_party_liability,200.0,1000.0,,0.0,1.0,0.78454979,standard,0.003,26.81127441,synthetic
TP04643,V04643,third_party_liability,200.0,1000.0,,0.0,1.0,1.07250049,standard,0.001,53.63973598,synthetic
TP04644,V04644,third_party_liability,200.0,1000.0,,0.0,1.0,1.71646299,preferred,0.005,68.15046916,synthetic
TP04645,V04645,third_party_liability,200.0,1000.0,,0.0,1.0,0.94255931,preferred,0.003,133.83233859,synthetic
OD04645,V04645,own_damage,,,920.6718,5.0,1.0,0.94255931,preferred,0.006,27.33739325,synthetic
TP04646,V04646,third_party_liability,200.0,1000.0,,0.0,1.0,0.6056265,standard,0.002,106.80761923,synthetic
OD04646,V04646,own_damage,,,2028.028185,5.0,1.0,0.6056265,standard,0.005,16.02359884,synthetic
TP04647,V04647,third_party_liability,200.0,1000.0,,0.0,1.0,1.19947233,standard,0.006,63.66837873,synthetic
OD04647,V04647,own_damage,,,347.291103,5.0,1.0,1.19947233,standard,0.015,20.10438156,synthetic
TP04648,V04648,third_party_liability,100.0,1000.0,,0.0,1.0,1.2170162,standard,0.007,93.08249497,synthetic
OD04648,V04648,own_damage,,,1037.444326,5.0,1.0,1.2170162,standard,0.016,18.48669376,synthetic
TP04649,V04649,third_party_liability,200.0,1500.0,,0.0,1.0,1.10287339,standard,0.007,174.06224158,synthetic
OD04649,V04649,own_damage,,,809.217402,5.0,1.0,1.10287339,standard,0.009,19.46542665,synthetic
TP04650,V04650,third_party_liability,100.0,1000.0,,0.0,1.0,1.20935617,preferred,0.008,55.35721731,synthetic
OD04650,V04650,own_damage,,,521.36835,5.0,1.0,1.20935617,preferred,0.01,37.27482456,synthetic
TP04651,V04651,third_party_liability,200.0,1500.0,,0.0,1.0,1.39025121,standard,0.006,137.37755513,synthetic
OD04651,V04651,own_damage,,,472.78982,5.0,1.0,1.39025121,standard,0.013,25.53912622,synthetic
TP04652,V04652,third_party_liability,400.0,1000.0,,0.0,1.0,0.82764622,preferred,0.002,150.17906314,synthetic
TP04653,V04653,third_party_liability,400.0,1000.0,,0.0,1.0,0.75424646,standard,0.003,95.18802901,synthetic
OD04653,V04653,own_damage,,,562.746662,5.0,1.0,0.75424646,standard,0.008,34.29826166,synthetic
TP04654,V04654,third_party_liability,100.0,1000.0,,0.0,1.0,0.87550535,preferred,0.006,92.28381334,synthetic
TP04655,V04655,third_party_liability,400.0,1000.0,,0.0,1.0,0.68240074,commercial,0.004,44.34498643,synthetic
TP04656,V04656,third_party_liability,100.0,1000.0,,0.0,1.0,0.72204726,standard,0.006,95.08313778,synthetic
TP04657,V04657,third_party_liability,200.0,1000.0,,0.0,1.0,0.55034769,preferred,0.002,111.63546783,synthetic
OD04657,V04657,own_damage,,,562.315414,5.0,1.0,0.55034769,preferred,0.005,27.99637301,synthetic
TP04658,V04658,third_party_liability,400.0,1500.0,,0.0,1.0,0.59041208,standard,0.001,92.81611867,synthetic
OD04658,V04658,own_damage,,,884.53062,5.0,1.0,0.59041208,standard,0.004,17.78894258,synthetic
TP04659,V04659,third_party_liability,200.0,1000.0,,0.0,1.0,1.55256179,preferred,0.01,73.26714991,synthetic
OD04659,V04659,own_damage,,,250.0,5.0,1.0,1.55256179,preferred,0.02,27.67889681,synthetic
TP04660,V04660,third_party_liability,400.0,1000.0,,0.0,1.0,1.30902005,standard,0.002,62.21085587,synthetic
OD04660,V04660,own_damage,,,514.177429,5.0,1.0,1.30902005,standard,0.007,25.57146107,synthetic
TP04661,V04661,third_party_liability,100.0,1000.0,,0.0,1.0,1.35181749,commercial,0.008,104.47855607,synthetic
OD04661,V04661,own_damage,,,1083.597863,5.0,1.0,1.35181749,commercial,0.012,31.86461864,synthetic
TP04662,V04662,third_party_liability,200.0,1000.0,,0.0,1.0,1.10462862,standard,0.004,86.82072306,synthetic
OD04662,V04662,own_damage,,,423.771552,5.0,1.0,1.10462862,standard,0.012,33.77690655,synthetic
TP04663,V04663,third_party_liability,100.0,1500.0,,0.0,1.0,1.61876665,preferred,0.007,46.55588167,synthetic
OD04663,V04663,own_damage,,,1463.29681,5.0,1.0,1.61876665,preferred,0.018,28.82436512,synthetic
TP04664,V04664,third_party_liability,100.0,1500.0,,0.0,1.0,0.52467588,commercial,0.002,60.38576586,synthetic
OD04664,V04664,own_damage,,,745.914243,5.0,1.0,0.52467588,commercial,0.007,32.63897062,synthetic
TP04665,V04665,third_party_liability,400.0,1000.0,,0.0,1.0,1.2746728,standard,0.002,45.91032995,synthetic
TP04666,V04666,third_party_liability,200.0,1000.0,,0.0,1.0,0.74470518,preferred,0.003,96.30826385,synthetic
OD04666,V04666,own_damage,,,1715.809989,5.0,1.0,0.74470518,preferred,0.014,29.47295031,synthetic
TP04667,V04667,third_party_liability,200.0,1000.0,,0.0,1.0,1.06120364,standard,0.005,121.29754289,synthetic
OD04667,V04667,own_damage,,,965.179296,5.0,1.0,1.06120364,standard,0.008,22.80839817,synthetic
TP04668,V04668,third_party_liability,200.0,1000.0,,0.0,1.0,0.58085774,standard,0.002,66.95330127,synthetic
OD04668,V04668,own_damage,,,959.395462,5.0,1.0,0.58085774,standard,0.003,24.05739926,synthetic
TP04669,V04669,third_party_liability,200.0,1000.0,,0.0,1.0,1.366227,standard,0.008,75.74924096,synthetic
TP04670,V04670,third_party_liability,200.0,1500.0,,0.0,1.0,1.02737568,preferred,0.001,13.10775387,synthetic
TP04671,V04671,third_party_liability,100.0,1500.0,,0.0,1.0,1.26657414,commercial,0.007,108.52250198,synthetic
OD04671,V04671,own_damage,,,1330.455954,5.0,1.0,1.26657414,commercial,0.015,29.51064302,synthetic
TP04672,V04672,third_party_liability,200.0,1000.0,,0.0,1.0,0.83891777,preferred,0.003,27.90733976,synthetic
TP04673,V04673,third_party_liability,400.0,1000.0,,0.0,1.0,0.80716082,commercial,0.005,106.82637364,synthetic
TP04674,V04674,third_party_liability,100.0,1000.0,,0.0,1.0,0.99255955,commercial,0.002,65.27652342,synthetic
TP04675,V04675,third_party_liability,400.0,1000.0,,0.0,1.0,0.62118315,preferred,0.003,46.97229605,synthetic
OD04675,V04675,own_damage,,,1765.790252,5.0,1.0,0.62118315,preferred,0.008,27.90391266,synthetic
TP04676,V04676,third_party_liability,400.0,1500.0,,0.0,1.0,1.13651485,standard,0.008,112.5721659,synthetic
OD04676,V04676,own_damage,,,589.849666,5.0,1.0,1.13651485,standard,0.014,17.68237514,synthetic
TP04677,V04677,third_party_liability,200.0,1000.0,,0.0,1.0,0.65912862,standard,0.001,200.0,synthetic
OD04677,V04677,own_damage,,,335.914685,5.0,1.0,0.65912862,standard,0.007,28.27208687,synthetic
TP04678,V04678,third_party_liability,100.0,1000.0,,0.0,1.0,0.83117277,standard,0.002,127.94216142,synthetic
TP04679,V04679,third_party_liability,200.0,1000.0,,0.0,1.0,0.53855149,standard,0.002,37.54110841,synthetic
OD04679,V04679,own_damage,,,531.406017,5.0,1.0,0.53855149,standard,0.003,47.05372681,synthetic
TP04680,V04680,third_party_liability,100.0,1000.0,,0.0,1.0,0.88816905,standard,0.004,59.14851043,synthetic
OD04680,V04680,own_damage,,,1019.86587,5.0,1.0,0.88816905,standard,0.004,70.41792863,synthetic
TP04681,V04681,third_party_liability,200.0,1000.0,,0.0,1.0,0.91580345,preferred,0.005,71.10478412,synthetic
OD04681,V04681,own_damage,,,603.922711,5.0,1.0,0.91580345,preferred,0.006,34.97727215,synthetic
TP04682,V04682,third_party_liability,100.0,1000.0,,0.0,1.0,0.76375239,standard,0.003,104.87784429,synthetic
OD04682,V04682,own_damage,,,741.735864,5.0,1.0,0.76375239,standard,0.009,22.36464547,synthetic
TP04683,V04683,third_party_liability,100.0,1500.0,,0.0,1.0,0.77706363,preferred,0.0,0.0,synthetic
OD04683,V04683,own_damage,,,510.761835,5.0,1.0,0.77706363,preferred,0.006,19.35532573,synthetic
TP04684,V04684,third_party_liability,400.0,1500.0,,0.0,1.0,2.15968874,standard,0.006,31.11680628,synthetic
TP04685,V04685,third_party_liability,400.0,1000.0,,0.0,1.0,0.82358907,commercial,0.005,123.79974375,synthetic
TP04686,V04686,third_party_liability,100.0,1000.0,,0.0,1.0,0.40939491,standard,0.001,29.79280978,synthetic
OD04686,V04686,own_damage,,,630.449532,5.0,1.0,0.40939491,standard,0.002,10.47522884,synthetic
TP04687,V04687,third_party_liability,200.0,1000.0,,0.0,1.0,0.98053319,standard,0.005,111.42517634,synthetic
OD04687,V04687,own_damage,,,813.464735,5.0,1.0,0.98053319,standard,0.008,16.22835902,synthetic
TP04688,V04688,third_party_liability,200.0,1500.0,,0.0,1.0,1.15333291,commercial,0.004,163.42235641,synthetic
TP04689,V04689,third_party_liability,200.0,1000.0,,0.0,1.0,1.00165456,standard,0.0,0.0,synthetic
TP04690,V04690,third_party_liability,200.0,1000.0,,0.0,1.0,1.073622,preferred,0.001,15.72602017,synthetic
OD04690,V04690,own_damage,,,802.301569,5.0,1.0,1.073622,preferred,0.006,30.21045237,synthetic
TP04691,V04691,third_party_liability,200.0,1500.0,,0.0,1.0,0.92981607,standard,0.005,94.9535792,synthetic
TP04692,V04692,third_party_liability,200.0,1000.0,,0.0,1.0,1.49357302,standard,0.008,52.81887131,synthetic
TP04693,V04693,third_party_liability,200.0,1000.0,,0.0,1.0,0.84246975,standard,0.004,107.1624382,synthetic
TP04694,V04694,third_party_liability,200.0,1000.0,,0.0,1.0,1.00264137,preferred,0.002,109.43827252,synthetic
OD04694,V04694,own_damage,,,276.338915,5.0,1.0,1.00264137,preferred,0.008,23.46101848,synthetic
TP04695,V04695,third_party_liability,200.0,1500.0,,0.0,1.0,1.24364075,preferred,0.002,106.18982425,synthetic
OD04695,V04695,own_damage,,,380.670847,5.0,1.0,1.24364075,preferred,0.007,42.30897452,synthetic
TP04696,V04696,third_party_liability,200.0,1500.0,,0.0,1.0,1.2358579,commercial,0.002,155.40905159,synthetic
TP04697,V04697,third_party_liability,200.0,1000.0,,0.0,1.0,0.71948758,preferred,0.004,76.53053929,synthetic
OD04697,V04697,own_damage,,,656.598793,5.0,1.0,0.71948758,preferred,0.008,26.88411894,synthetic
TP04698,V04698,third_party_liability,400.0,1000.0,,0.0,1.0,0.82123237,commercial,0.003,40.43037064,synthetic
TP04699,V04699,third_party_liability,100.0,1500.0,,0.0,1.0,0.83784767,standard,0.002,11.94262126,synthetic
OD04699,V04699,own_damage,,,577.817716,5.0,1.0,0.83784767,standard,0.009,27.60509278,synthetic
TP04700,V04700,third_party_liability,400.0,1000.0,,0.0,1.0,1.11934394,standard,0.006,78.17227844,synthetic
OD04700,V04700,own_damage,,,1070.981801,5.0,1.0,1.11934394,standard,0.012,21.76663805,synthetic
TP04701,V04701,third_party_liability,100.0,1000.0,,0.0,1.0,1.41555536,standard,0.004,115.18708124,synthetic
OD04701,V04701,own_damage,,,2782.214549,5.0,1.0,1.41555536,standard,0.016,21.12006202,synthetic
TP04702,V04702,third_party_liability,200.0,1500.0,,0.0,1.0,2.12119545,preferred,0.006,74.68079288,synthetic
OD04702,V04702,own_damage,,,727.865056,5.0,1.0,2.12119545,preferred,0.019,27.10777557,synthetic
TP04703,V04703,third_party_liability,200.0,1000.0,,0.0,1.0,0.66183906,standard,0.001,67.23329439,synthetic
OD04703,V04703,own_damage,,,519.661695,5.0,1.0,0.66183906,standard,0.002,32.30144008,synthetic
TP04704,V04704,third_party_liability,200.0,1000.0,,0.0,1.0,0.8911116,preferred,0.005,83.84804902,synthetic
OD04704,V04704,own_damage,,,2642.445751,5.0,1.0,0.8911116,preferred,0.005,24.95269716,synthetic
TP04705,V04705,third_party_liability,200.0,1000.0,,0.0,1.0,1.1027633,standard,0.003,35.51980875,synthetic
OD04705,V04705,own_damage,,,802.65648,5.0,1.0,1.1027633,standard,0.013,26.84319301,synthetic
TP04706,V04706,third_party_liability,200.0,1000.0,,0.0,1.0,1.40520484,standard,0.003,48.28185765,synthetic
TP04707,V04707,third_party_liability,400.0,1000.0,,0.0,1.0,0.54158853,standard,0.003,48.20173493,synthetic
OD04707,V04707,own_damage,,,292.826912,5.0,1.0,0.54158853,standard,0.006,24.1893749,synthetic
TP04708,V04708,third_party_liability,200.0,1500.0,,0.0,1.0,0.5555294,standard,0.002,46.30915881,synthetic
OD04708,V04708,own_damage,,,521.643182,5.0,1.0,0.5555294,standard,0.005,22.67219277,synthetic
TP04709,V04709,third_party_liability,200.0,1000.0,,0.0,1.0,1.39986773,standard,0.006,106.78005981,synthetic
TP04710,V04710,third_party_liability,100.0,1500.0,,0.0,1.0,1.81036575,standard,0.005,85.99268901,synthetic
OD04710,V04710,own_damage,,,250.0,5.0,1.0,1.81036575,standard,0.019,39.67792085,synthetic
TP04711,V04711,third_party_liability,200.0,1000.0,,0.0,1.0,0.86703338,commercial,0.004,77.09105681,synthetic
OD04711,V04711,own_damage,,,1623.947894,5.0,1.0,0.86703338,commercial,0.009,27.74981111,synthetic
TP04712,V04712,third_party_liability,200.0,1500.0,,0.0,1.0,0.92576898,preferred,0.001,51.5824791,synthetic
OD04712,V04712,own_damage,,,794.625275,5.0,1.0,0.92576898,preferred,0.002,31.34854539,synthetic
TP04713,V04713,third_party_liability,200.0,1000.0,,0.0,1.0,1.24978599,standard,0.004,67.85050151,synthetic
OD04713,V04713,own_damage,,,1321.625533,5.0,1.0,1.24978599,standard,0.011,24.87552793,synthetic
TP04714,V04714,third_party_liability,100.0,1000.0,,0.0,1.0,1.01301346,standard,0.007,62.88287405,synthetic
OD04714,V04714,own_damage,,,289.88873,5.0,1.0,1.01301346,standard,0.013,25.13071932,synthetic
TP04715,V04715,third_party_liability,200.0,1000.0,,0.0,1.0,1.4371074,preferred,0.007,104.32953041,synthetic
OD04715,V04715,own_damage,,,625.860197,5.0,1.0,1.4371074,preferred,0.013,26.18101236,synthetic
TP04716,V04716,third_party_liability,100.0,1000.0,,0.0,1.0,0.50174521,standard,0.001,14.92856462,synthetic
OD04716,V04716,own_damage,,,480.553565,5.0,1.0,0.50174521,standard,0.005,33.35437019,synthetic
TP04717,V04717,third_party_liability,200.0,1500.0,,0.0,1.0,1.36405172,standard,0.006,73.31712247,synthetic
OD04717,V04717,own_damage,,,994.857726,5.0,1.0,1.36405172,standard,0.016,24.79559802,synthetic
TP04718,V04718,third_party_liability,400.0,1000.0,,0.0,1.0,0.89850595,standard,0.002,26.41247216,synthetic
OD04718,V04718,own_damage,,,925.252222,5.0,1.0,0.89850595,standard,0.007,12.52302529,synthetic
TP04719,V04719,third_party_liability,200.0,1500.0,,0.0,1.0,0.84075924,commercial,0.003,128.28689185,synthetic
OD04719,V04719,own_damage,,,344.764118,5.0,1.0,0.84075924,commercial,0.008,27.55573194,synthetic
TP04720,V04720,third_party_liability,400.0,1000.0,,0.0,1.0,1.05823685,standard,0.003,54.76292687,synthetic
OD04720,V04720,own_damage,,,1589.191144,5.0,1.0,1.05823685,standard,0.011,26.99984865,synthetic
TP04721,V04721,third_party_liability,200.0,1500.0,,0.0,1.0,0.99438214,standard,0.002,27.17741814,synthetic
OD04721,V04721,own_damage,,,793.357719,5.0,1.0,0.99438214,standard,0.005,37.10257889,synthetic
TP04722,V04722,third_party_liability,200.0,1500.0,,0.0,1.0,0.96580593,standard,0.008,107.72188561,synthetic
OD04722,V04722,own_damage,,,1384.14589,5.0,1.0,0.96580593,standard,0.018,31.16252513,synthetic
TP04723,V04723,third_party_liability,200.0,1000.0,,0.0,1.0,1.12994983,standard,0.005,88.69711751,synthetic
OD04723,V04723,own_damage,,,606.585038,5.0,1.0,1.12994983,standard,0.017,19.22057523,synthetic
TP04724,V04724,third_party_liability,400.0,1000.0,,0.0,1.0,0.74352881,standard,0.007,63.3744098,synthetic
TP04725,V04725,third_party_liability,100.0,1000.0,,0.0,1.0,1.13097254,standard,0.006,63.24639393,synthetic
OD04725,V04725,own_damage,,,250.0,5.0,1.0,1.13097254,standard,0.015,33.69680018,synthetic
TP04726,V04726,third_party_liability,400.0,1000.0,,0.0,1.0,0.87591009,standard,0.003,62.36444257,synthetic
TP04727,V04727,third_party_liability,200.0,1000.0,,0.0,1.0,0.76539702,commercial,0.003,33.35852575,synthetic
TP04728,V04728,third_party_liability,100.0,1000.0,,0.0,1.0,0.93450056,standard,0.004,70.8737692,synthetic
OD04728,V04728,own_damage,,,1101.235898,5.0,1.0,0.93450056,standard,0.01,21.89089683,synthetic
TP04729,V04729,third_party_liability,200.0,1000.0,,0.0,1.0,1.09661265,standard,0.003,103.14114024,synthetic
OD04729,V04729,own_damage,,,1332.709983,5.0,1.0,1.09661265,standard,0.01,27.202376,synthetic
TP04730,V04730,third_party_liability,100.0,1500.0,,0.0,1.0,0.94961448,standard,0.002,82.97875452,synthetic
OD04730,V04730,own_damage,,,912.150951,5.0,1.0,0.94961448,standard,0.01,26.06046607,synthetic
TP04731,V04731,third_party_liability,100.0,1500.0,,0.0,1.0,0.94045715,standard,0.005,80.64685499,synthetic
OD04731,V04731,own_damage,,,1007.411328,5.0,1.0,0.94045715,standard,0.016,25.20293274,synthetic
TP04732,V04732,third_party_liability,400.0,1000.0,,0.0,1.0,0.98693048,preferred,0.003,59.41441647,synthetic
OD04732,V04732,own_damage,,,542.040112,5.0,1.0,0.98693048,preferred,0.007,20.24564453,synthetic
TP04733,V04733,third_party_liability,100.0,1500.0,,0.0,1.0,1.13272403,preferred,0.003,145.02675548,synthetic
OD04733,V04733,own_damage,,,1116.20275,5.0,1.0,1.13272403,preferred,0.007,34.03571991,synthetic
TP04734,V04734,third_party_liability,100.0,1000.0,,0.0,1.0,1.57021734,commercial,0.006,67.2022123,synthetic
TP04735,V04735,third_party_liability,400.0,1500.0,,0.0,1.0,0.82397432,standard,0.004,82.67180463,synthetic
OD04735,V04735,own_damage,,,779.247937,5.0,1.0,0.82397432,standard,0.011,17.94777692,synthetic
TP04736,V04736,third_party_liability,100.0,1500.0,,0.0,1.0,1.10668842,preferred,0.008,56.61011213,synthetic
OD04736,V04736,own_damage,,,743.019446,5.0,1.0,1.10668842,preferred,0.013,25.54947305,synthetic
TP04737,V04737,third_party_liability,200.0,1000.0,,0.0,1.0,0.79085278,standard,0.003,149.56663797,synthetic
OD04737,V04737,own_damage,,,904.482464,5.0,1.0,0.79085278,standard,0.01,30.89404453,synthetic
TP04738,V04738,third_party_liability,100.0,1000.0,,0.0,1.0,1.3960558,standard,0.005,115.04322735,synthetic
TP04739,V04739,third_party_liability,400.0,1000.0,,0.0,1.0,0.92058142,commercial,0.004,62.70911021,synthetic
OD04739,V04739,own_damage,,,1568.095406,5.0,1.0,0.92058142,commercial,0.01,27.23999457,synthetic
TP04740,V04740,third_party_liability,100.0,1000.0,,0.0,1.0,1.43123469,standard,0.003,128.20568033,synthetic
OD04740,V04740,own_damage,,,535.077032,5.0,1.0,1.43123469,standard,0.01,29.69226292,synthetic
TP04741,V04741,third_party_liability,100.0,1000.0,,0.0,1.0,0.59715868,standard,0.003,77.16342404,synthetic
OD04741,V04741,own_damage,,,316.889488,5.0,1.0,0.59715868,standard,0.007,21.28424848,synthetic
TP04742,V04742,third_party_liability,100.0,1000.0,,0.0,1.0,1.00156411,standard,0.002,53.38785718,synthetic
