month_id,accident_count,at_fault_own_damage_claim_count,injured_party_excess_own_damage_claim_count,third_party_liability_claim_count,total_claim_count,own_damage_paid_million_toman,third_party_property_paid_million_toman,third_party_bodily_paid_million_toman,total_insurer_paid_loss_million_toman,uncovered_property_excess_million_toman,source_row_number,source_sha256,critical_checks_pass
M0506,95,73,1,35,109,2036.1779109271629,2010.695512185393,432.91967904399485,4479.793102156551,33.185436152453406,506,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0507,105,79,1,43,123,2095.6011458639728,2789.971302005108,684.0897928464278,5569.662240715508,402.31489690851265,507,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0508,98,80,1,36,117,2177.6558388103026,2164.8191657559328,557.3803686077381,4899.855373173973,182.0082459755019,508,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0509,118,96,0,46,142,2826.745893732153,2128.7099083572803,1506.313355244927,6461.76915733436,31.908906780804045,509,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0510,117,85,0,44,129,2171.1972900798864,2902.0338522379325,763.8523800792019,5837.083522397021,79.2312603343351,510,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0511,117,79,1,44,124,1992.1043619278878,2878.891631494,283.1109600948178,5154.106953516705,75.020164791887,511,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0512,118,70,1,51,122,1897.7030663239632,4019.021997486691,1439.09722587533,7355.822289685984,217.54323322272862,512,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0513,125,82,0,57,139,2027.7145768134862,3390.957955680656,758.4834188842657,6177.155951378409,315.41159025978936,513,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0514,105,80,0,45,125,2151.7626679376253,2933.2479924237086,965.5446276693865,6050.5552880307205,170.61584286350245,514,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0515,117,78,1,39,118,1729.193702576483,2418.406979889465,298.8380724186344,4446.4387548845825,8.230604231566815,515,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0516,97,66,0,45,111,1757.7102122833278,3255.8960498659376,1170.2809614758244,6183.88722362509,113.72420343762337,516,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0517,109,78,0,40,118,2427.573638384792,2246.2867759888213,835.1614704259323,5509.021884799546,247.47583009510276,517,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0518,99,75,0,46,121,2020.4888519862436,2818.424608110868,689.5663301938459,5528.479790290958,143.5766286634946,518,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0519,104,70,1,41,112,2009.6460019580438,2394.032005817228,1120.7442649163881,5524.42227269166,24.241474993577782,519,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0520,111,76,1,50,127,2057.6153556615272,3219.0759643610145,1336.7451338261333,6613.436453848675,68.73949145377142,520,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0521,116,77,0,56,133,2346.552197568375,3743.4804259739567,854.4730241471027,6944.505647689434,135.85724964278484,521,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0522,110,82,1,41,124,2137.5706798319034,2386.8012061360755,862.7916303825602,5387.16351635054,368.17201288831427,522,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0523,106,71,0,35,106,2204.6327609659006,2108.278625658226,857.4899811854737,5170.4013678096,639.2450340627563,523,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0524,123,79,0,56,135,2121.912169811829,3376.2893359944683,1020.9916214526988,6519.193127258995,143.78785953725816,524,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0525,99,71,0,39,110,1991.0863409511728,2838.3436523115165,1464.2958247088707,6293.72581797156,133.74515391157811,525,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0526,105,72,1,48,121,1909.1763876114935,3333.0215869026247,2399.2726144274843,7641.470588941602,563.2524446473752,526,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0527,87,64,0,34,98,1644.9895163743531,2748.41487737936,387.4795624541448,4780.883956207858,55.10849444537378,527,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0528,103,77,1,50,128,2053.2939586601283,3770.1365240650175,1654.6593644626316,7478.089847187777,172.68440255439046,528,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0529,102,71,1,46,118,2357.0021926224076,2359.267906471454,493.35395642119164,5209.6240555150525,0.0,529,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0530,115,78,0,53,131,2432.8431226531193,3428.8387304185394,1813.3658011896803,7675.04765426134,320.79200956108855,530,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0531,102,69,1,43,113,2147.086761957756,2508.4032926736454,989.6447843052224,5645.134838936625,38.36243911679989,531,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0532,103,80,0,51,131,1823.973905356081,2953.209466401513,1045.6747783692144,5822.858150126808,178.84165564823223,532,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0533,93,61,0,25,86,1549.5430205760224,1654.423237358781,430.02308179629495,3633.989339731098,0.0,533,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0534,103,71,1,46,118,1747.4557689343471,3246.274858364387,941.7884417386929,5935.5190690374275,178.91588916734395,534,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0535,106,71,1,38,110,1820.266151634115,2680.011245596426,755.0803740194773,5255.357771250017,114.28377452012604,535,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0536,81,59,0,32,91,1523.4333066196314,1616.4138818184788,892.3178960830146,4032.1650845211248,311.4402648621031,536,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0537,87,67,1,34,102,2097.623492033779,1862.6064075500767,562.6262680840695,4522.856167667925,84.85020788288486,537,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0538,113,80,1,36,117,2661.0907471943183,1934.171323568165,1129.009741756689,5724.271812519171,58.60569014908836,538,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0539,101,73,0,40,113,1999.8614145010322,2605.6160471624353,1579.2644338225064,6184.741895485974,68.5973212171953,539,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0540,105,71,1,41,113,1993.2613417838395,2065.4517159909815,1237.905535310891,5296.618593085712,0.0,540,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0541,109,69,0,50,119,1991.847745268719,3529.0532950511165,775.1667968389648,6296.0678371588,593.4409194179004,541,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0542,97,60,0,43,103,1367.2690780696048,3082.0005663143206,1856.5481189246932,6305.817763308618,177.07953543713995,542,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0543,107,78,0,41,119,2371.2083294524396,2562.6765111123877,779.0757612193738,5712.960601784202,702.7041268517503,543,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0544,97,72,0,39,111,1958.5117828054472,2407.9680111917673,738.7108807937334,5105.190674790947,128.21521188252137,544,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0545,105,79,0,44,123,2174.647983745866,2642.396954739848,1155.8271253348128,5972.872063820527,0.0,545,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0546,111,82,1,47,130,2194.5121006998866,3137.475728508787,1461.2251032125941,6793.212932421268,426.04406834669317,546,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0547,103,74,1,36,111,1839.4241127055611,1991.3132740937199,1519.437667411426,5350.1750542107075,175.81968830331815,547,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0548,88,64,0,38,102,1558.934252290135,2181.475345531701,643.0277157944597,4383.437313616296,69.99579196971122,548,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0549,105,77,0,39,116,2199.638761240142,2582.57751613152,862.9654487069845,5645.1817260786465,175.9996007866711,549,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0550,104,72,0,42,114,1914.3423489020959,2526.3544183119084,348.0559159343487,4788.752683148353,54.498801414366355,550,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0551,96,73,0,40,113,1680.8631958854273,2410.816482580547,1332.5705376455155,5424.25021611149,129.38014007591255,551,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0552,108,70,1,45,116,1676.8329867249822,3296.5255871567483,1280.7667879447442,6254.1253618264755,231.86406499378018,552,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0553,83,58,1,31,90,1751.4091686504705,1759.3842952092668,778.2986713397801,4289.0921351995175,81.11636748957588,553,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0554,97,66,0,39,105,1633.9059144947435,2112.8030501383832,237.98107886368564,3984.6900434968125,7.875355660027196,554,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0555,100,73,0,47,120,1982.024053274887,2794.3920438618734,1423.2466384334853,6199.662735570246,213.98657755630646,555,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0556,87,62,2,44,108,1727.9788475931143,3069.857456284789,1158.8227506206335,5956.659054498537,322.27882566705347,556,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0557,90,72,0,32,104,1819.457641389601,1606.1809826190574,602.566046535334,4028.2046705439925,73.2016963967796,557,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0558,111,82,0,36,118,2412.875840891119,1907.8480052016632,217.8054872515204,4538.529333344302,70.4675184946145,558,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0559,105,73,0,35,108,2019.4139865851932,2040.744391899377,889.4147734502596,4949.57315193483,138.5178987910822,559,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0560,99,64,0,40,104,1471.0503089604372,2505.4769552724815,541.1390784668629,4517.666342699782,316.5125063717479,560,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0561,99,77,0,38,115,1912.1772315933515,2046.2384693527874,710.9222710228862,4669.337971969025,162.75242394935174,561,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0562,108,75,2,40,117,2437.6549139999224,2560.3782102020623,869.2581743294097,5867.291298531394,53.30023308063218,562,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0563,90,70,1,40,111,1591.7317624060217,2948.167774679656,1113.8726359150883,5653.772173000765,95.2277531937803,563,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0564,100,75,0,49,124,1638.6933754612962,3257.3816838025473,521.2158140907992,5417.290873354643,447.6707810460813,564,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0565,114,73,0,50,123,1703.0471246238812,3109.2841434225443,1342.883657308538,6155.214925354964,335.0316008074732,565,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0566,97,68,0,29,97,1607.514969942897,1726.4491230093995,869.9344373827529,4203.898530335049,283.7590348938512,566,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0567,91,69,0,33,102,1721.9666991874867,2303.527633978137,652.5656576262254,4678.0599907918495,279.48347951549874,567,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0568,107,73,0,47,120,1911.3466336129648,3237.387795351339,1784.6120699569362,6933.34649892124,122.20785040419835,568,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0569,102,73,0,50,123,1941.2630370795273,3179.225789486869,1238.824119981647,6359.312946548043,129.6731014469624,569,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0570,95,69,1,43,113,1901.6139403167099,2326.39553275519,1177.1835586695383,5405.193031741437,49.010695398965,570,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0571,102,72,1,42,115,2196.7777620521206,2879.006641904553,843.4051191501298,5919.189523106803,99.88627050595159,571,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0572,90,64,1,42,107,1821.247732000979,2587.9801734009943,439.5857149030014,4848.813620304975,375.4728747894525,572,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0573,110,77,0,45,122,2039.2367658776518,2861.123300456512,549.0605168877415,5449.420583221906,127.44444854203618,573,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0574,89,59,0,40,99,1833.7738315108018,2726.9880701289044,777.9421062270201,5338.704007866726,381.5604483384974,574,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0575,115,83,0,44,127,1927.1899371615057,2607.16679706514,672.2058651880003,5206.562599414647,28.95634850497777,575,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0576,100,65,0,35,100,1567.9708450742276,2075.5274247231537,1421.0302133495059,5064.528483146887,199.66772627961078,576,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0577,105,72,1,45,118,1983.9543542736023,3333.909717126275,386.26557114810987,5704.129642547988,297.12855284143205,577,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0578,83,48,0,35,83,1273.8205986258658,2376.9973503182955,1136.2641116652449,4787.082060609406,131.07111535145853,578,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0579,103,70,1,42,113,2189.6104507386754,2822.8971441439776,692.2983902549663,5704.805985137618,72.02377462540974,579,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0580,106,64,0,41,105,1446.1641579496963,2702.8232140354817,551.9758173937907,4700.963189378969,46.52314472213092,580,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0581,84,61,0,32,93,1844.1861062048886,1683.3762897313193,1122.4873010545678,4650.049696990775,86.98921894273826,581,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0582,112,76,0,46,122,2472.4278382756406,2783.8819083484386,699.2734784904156,5955.583225114496,726.2753275214635,582,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0583,113,79,1,35,115,2257.879320253243,1925.5958364116852,680.046881111847,4863.5220377767755,15.484256198832483,583,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0584,93,68,0,36,104,1468.205458686278,2211.670998167891,1234.1337012374574,4914.010158091627,26.37541391329421,584,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0585,98,66,0,45,111,1802.0062918343401,2919.4124346795174,376.0550855683565,5097.473812082214,299.7147646631072,585,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0586,113,75,0,54,129,1921.5454228413948,4510.283308919733,903.9599439096236,7335.788675670751,336.00797563378063,586,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0587,95,71,0,31,102,1898.0024312323537,1707.8895001837855,398.0702573248577,4003.962188740997,72.46863885478277,587,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0588,89,59,1,30,90,1805.3693252931546,2097.709959299852,437.9447022871699,4341.023986880176,67.8430868586496,588,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0589,97,72,1,33,106,2422.4562050097925,2257.249125531155,559.9334310066872,5239.638761547635,118.64188247498521,589,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0590,106,81,0,47,128,2551.8079683546107,2620.1861829473983,2109.3697023298455,7281.363853631855,38.45753770202339,590,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0591,92,69,0,33,102,2155.181226208457,2190.3025363482884,817.0217269962016,5162.5054895529465,164.78382101594343,591,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0592,115,80,0,53,133,1961.4913015084192,3603.3809492078535,708.564927044882,6273.437177761155,387.71245426500667,592,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0593,98,63,0,39,102,1783.5336291210456,2471.8543162119586,2165.9344132194283,6421.322358552433,265.0705489492685,593,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0594,106,82,0,49,131,2030.4193931004004,3362.6793128951444,1375.9555317445895,6769.054237740134,300.8374486744761,594,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0595,94,64,2,39,105,1916.3905854900079,2707.7261809715565,403.19742552369627,5027.314191985261,278.9187558092135,595,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0596,82,60,0,36,96,1680.8083758142427,2532.6889865981143,1776.6607132623312,5990.158075674688,100.85901501209688,596,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0597,101,76,0,37,113,2087.9651993529533,1877.414143512839,1226.766844321902,5192.1461871876945,61.49339160687265,597,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0598,102,72,0,51,123,1838.2990609582268,3091.536915247754,1147.4811989781613,6077.317175184142,643.4619569487727,598,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0599,101,74,1,42,117,2074.3502121578044,2843.296777115895,619.1433244018588,5536.7903136755585,35.813837011388756,599,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0600,96,67,0,35,102,1574.0026409575846,2186.1187512066,1423.2075834867683,5183.328975650953,354.49081159603617,600,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0601,123,90,3,56,149,2381.1820151939583,4465.801337035247,1812.4298421348071,8659.413194364013,377.5569429128668,601,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0602,105,61,0,44,105,1710.451026876873,2853.0295264251854,362.9007643149152,4926.381317616973,241.73375144143677,602,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0603,97,68,0,35,103,1688.3197839213958,2417.1481287759975,696.6888611183695,4802.156773815763,375.78489198968293,603,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0604,84,54,1,38,93,1661.858522010786,2554.4215337146525,579.1806410324411,4795.46069675788,370.67717878418466,604,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0605,117,73,0,49,122,2193.459247274851,2735.545767664862,2205.4577918423315,7134.462806782045,0.24194521214351994,605,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0606,115,77,0,42,119,2235.8819806143247,2746.9511635040417,1077.6674927024746,6060.5006368208415,174.86205097976472,606,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0607,100,73,2,32,107,1941.4742521011067,2178.515215828865,301.17565213936564,4421.165120069338,0.9593785389168659,607,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0608,93,65,0,32,97,1477.1476315692803,2155.3067444401586,546.8244206045848,4179.278796614024,247.17499057689122,608,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0609,123,83,0,48,131,2112.9863685829896,3515.348620535598,1747.7937618296792,7376.128750948267,669.9815765067317,609,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0610,102,68,1,44,113,1933.6482176355064,3496.832896286499,842.2872511925391,6272.768365114544,174.99634305166958,610,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0611,95,67,1,39,107,1668.7003540785774,2203.4391239681663,792.4991475115003,4664.638625558244,73.0692910736802,611,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0612,88,68,0,44,112,2034.2342379094625,2933.664729687765,1049.1448909786252,6017.043858575853,110.86481969962372,612,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0613,86,61,0,31,92,1563.5533650470306,2078.914951072636,338.06715217630665,3980.5354682959733,326.14014705312604,613,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0614,100,71,0,37,108,2013.806657426258,2788.514639262512,511.20017102310635,5313.521467711876,1633.5267060543163,614,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0615,94,67,0,30,97,1714.246500013172,2048.5253069451583,527.3989846490114,4290.170791607342,187.91778508761325,615,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0616,94,64,1,39,104,1915.6140665860055,2226.1883916909087,864.6423377589598,5006.444796035874,163.9731590632531,616,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0617,101,68,0,29,97,1859.6430305319282,1600.909471585625,562.9945594787796,4023.5470615963327,64.71588687139678,617,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0618,120,87,0,40,127,2067.0371034559857,2876.8904189193922,1082.0779846609178,6026.005507036295,135.43076099191956,618,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0619,92,60,1,31,92,1506.7947584207534,1965.0238525804114,1545.980846127424,5017.799457128589,108.15207866980629,619,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0620,108,75,0,44,119,2241.585343726056,3162.9726645960777,1317.8052594165063,6722.36326773864,59.03612682863624,620,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0621,102,74,0,43,117,2169.1466850761117,2711.152959211456,652.115888652769,5532.4155329403375,471.9779821473484,621,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0622,112,75,0,59,134,2089.7278923707536,3464.4901429148063,1435.8542807750532,6990.072316060612,392.6119024558336,622,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0623,83,53,0,30,83,1381.70096495777,2236.809482068014,376.327249870512,3994.8376968962957,55.61958842238798,623,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0624,87,62,1,37,100,1575.6963345241427,2538.458871555895,842.7542495824365,4956.909455662474,105.47310895444636,624,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0625,103,65,0,45,110,1725.2914253170022,3206.5809670669246,842.9679937758023,5774.840386159729,58.10695298258912,625,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0626,102,71,3,31,105,2536.790049663272,2497.5435762611396,271.2017605369275,5305.535386461339,210.5552551173163,626,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0627,109,71,0,48,119,2072.154586666811,3179.6741765300767,566.3043935358393,5818.133156732727,348.2883563595148,627,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0628,104,78,0,45,123,1975.6465661329921,2680.0339214528285,1598.391872726452,6254.072360312272,364.79580194757335,628,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0629,106,77,1,46,124,1813.2680757511803,2539.5382966377265,1330.3389384252366,5683.145310814143,73.65162450338772,629,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0630,109,81,0,46,127,1844.9477464133145,2743.5374116987996,877.9595842507471,5466.444742362861,110.38071620352356,630,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0631,102,66,0,31,97,1458.9516468973304,1445.7289114679174,746.7959480701138,3651.4765064353614,90.63296515832015,631,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0632,118,81,0,48,129,1778.1108952117354,3479.544752797992,915.8241515460045,6173.479799555731,293.19472833797875,632,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
M0633,92,68,1,41,110,2339.9304401598893,2621.7780303190566,608.1692789858622,5569.877749464808,251.11732317075405,633,277b20e8eb55e0c656b9ef524d3b4bfb42d59c20116e83ad6d0b8d2f83e039e6,True
