month_id,Total_Accidents,Own_Damage_Accidents,Third_Party_Accidents,Total_Loss_Cases,Mean_Own_Damage_Severity,Mean_Third_Party_Severity,Total_Own_Damage_Amount,Total_Third_Party_Amount,Total_Payout_Amount,source_row_number,source_sha256,critical_checks_pass
M0502,108,83,44,6,57076.04578463842,64363.35528171399,4737311.800124989,2831987.6323954156,7569299.432520404,502,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0503,100,72,45,5,5032.833913568901,85768.4089618463,362364.0417769609,3859578.403283084,4221942.4450600445,503,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0504,105,73,45,8,20249.65918666272,102180.64580930007,1478225.1206263786,4598129.0614185035,6076354.182044882,504,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0505,98,72,41,7,44505.36291179698,87165.29246412292,3204386.129649383,3573776.9910290395,6778163.120678423,505,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0506,89,71,34,5,20827.79352039922,53205.09883284117,1478773.3399483447,1808973.3603165997,3287746.7002649447,506,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0507,106,69,36,2,17274.61491852091,73790.53095384658,1191948.4293779428,2656459.114338477,3848407.54371642,507,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0508,83,54,30,6,23805.04962063538,51703.01796692427,1285472.6795143103,1551090.5390077282,2836563.2185220383,508,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0509,105,81,43,11,17820.91224650108,80359.10095119702,1443493.8919665876,3455441.3409014717,4898935.23286806,509,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0510,123,75,47,7,22437.96559245853,60607.9215374768,1682847.4194343898,2848572.3122614096,4531419.731695799,510,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0511,98,68,40,2,14617.451148953505,52925.138346737025,993986.6781288383,2117005.533869481,3110992.2119983193,511,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0512,98,72,35,3,42839.02014952525,110428.8123972718,3084409.450765818,3865008.4339045133,6949417.884670331,512,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0513,97,56,36,5,51738.57700914219,73170.97389359119,2897360.3125119624,2634155.060169283,5531515.372681245,513,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0514,115,81,57,6,20332.29538882158,59576.09864216884,1646915.926494548,3395837.622603624,5042753.549098172,514,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0515,91,64,36,7,9586.454079114685,50628.09547670602,613533.0610633398,1822611.4371614167,2436144.4982247567,515,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0516,104,73,42,8,16085.830942625467,68054.06260237058,1174265.658811659,2858270.6292995648,4032536.288111224,516,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0517,113,80,45,4,19724.302895789813,139599.56404763466,1577944.2316631852,6281980.38214356,7859924.613806745,517,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0518,130,93,43,4,29831.594415335567,71875.49706047757,2774338.2806262076,3090646.3736005356,5864984.654226743,518,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0519,113,76,40,4,12030.400089913172,207946.91604951536,914310.4068334011,8317876.6419806145,9232187.048814015,519,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0520,108,83,44,8,13884.142059496595,53021.89360239872,1152383.7909382174,2332963.3185055437,3485347.1094437614,520,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0521,108,67,44,0,29923.68788601846,69967.96439434926,2004887.0883632367,3078590.4333513672,5083477.5217146035,521,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0522,87,60,32,2,38690.342467179464,94828.09580006919,2321420.5480307676,3034499.065602214,5355919.613632982,522,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0523,117,76,46,11,15169.522160945397,67373.70493586807,1152883.68423185,3099190.427049931,4252074.111281781,523,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0524,109,79,44,3,9897.819582064045,51946.60062920511,781927.7469830596,2285650.4276850247,3067578.1746680844,524,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0525,86,66,29,2,158019.05733387053,70936.22913317448,10429257.784035455,2057150.64486206,12486408.428897515,525,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0526,105,76,48,3,35241.60212445548,72999.52047041376,2678361.7614586162,3503976.9825798604,6182338.744038477,526,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0527,90,58,36,6,18765.920096227048,84255.06323560214,1088423.3655811688,3033182.276481677,4121605.6420628456,527,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0528,80,60,35,3,37101.72581056169,88667.53854354039,2226103.5486337016,3103363.8490239135,5329467.397657615,528,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0529,93,62,33,4,20441.57348789085,90128.77323109085,1267377.5562492327,2974249.516625998,4241627.072875231,529,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0530,94,68,39,4,37060.02348199285,77294.2651377777,2520081.596775514,3014476.34037333,5534557.937148844,530,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0531,97,64,41,2,24237.006023329457,55106.36281176108,1551168.3854930853,2259360.8752822042,3810529.2607752895,531,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0532,103,64,42,4,23266.34416540501,61509.221514225406,1489046.0265859207,2583387.303597467,4072433.3301833877,532,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0533,106,68,42,3,20575.387914753734,90985.38212220983,1399126.378203254,3821386.0491328132,5220512.427336067,533,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0534,109,84,44,7,9242.532433018638,170496.80965144336,776372.7243735655,7501859.624663508,8278232.349037074,534,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0535,99,75,36,8,70463.98023862283,51672.10441484488,5284798.517896712,1860195.7589344156,7144994.276831128,535,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0536,88,63,30,3,12519.962479935728,67949.99586352627,788757.6362359509,2038499.8759057883,2827257.512141739,536,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0537,103,72,38,1,9739.897317341856,58085.34202352667,701272.6068486136,2207242.996894013,2908515.6037426265,537,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0538,102,71,42,6,19385.56644265044,55378.04730852792,1376375.2174281813,2325877.9869581726,3702253.204386354,538,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0539,95,69,33,1,12371.081760591012,66284.6035880012,853604.6414807799,2187391.91840404,3040996.5598848197,539,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0540,84,64,28,3,21353.529596326356,72578.9884504759,1366625.8941648868,2032211.676613325,3398837.5707782116,540,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0541,71,53,32,4,33278.21671241965,50196.79211905451,1763745.4857582415,1606297.3478097443,3370042.833567986,541,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0542,97,73,43,4,40021.88627428775,91656.68028714358,2921597.698023006,3941237.252347174,6862834.9503701795,542,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0543,102,72,38,5,35912.418467421805,99253.83234328766,2585694.12965437,3771645.6290449314,6357339.758699302,543,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0544,110,73,54,6,18335.984370659276,192263.51583269297,1338526.8590581273,10382229.85496542,11720756.714023547,544,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0545,89,65,37,0,22691.71358679852,54147.80951436261,1474961.3831419037,2003468.9520314166,3478430.33517332,545,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0546,104,72,50,11,28133.812690665025,71745.75006851315,2025634.5137278817,3587287.5034256577,5612922.01715354,546,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0547,78,56,28,4,7671.9610959350475,62458.940971272,429629.82137236267,1748850.347195616,2178480.168567979,547,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0548,106,72,42,0,31018.864172045036,58856.76416727928,2233358.2203872427,2471984.09502573,4705342.315412972,548,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0549,106,76,43,11,9187.695548175112,69795.50526340361,698264.8616613086,3001206.7263263552,3699471.5879876637,549,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0550,95,71,41,2,74922.38270260533,92022.2718983294,5319489.171884978,3772913.1478315056,9092402.319716483,550,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0551,83,60,30,3,17279.756472203906,50468.63565552192,1036785.3883322343,1514059.0696656576,2550844.457997892,551,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0552,101,73,39,4,19713.814126596535,201688.93502812827,1439108.431241547,7865868.466097003,9304976.89733855,552,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0553,99,72,41,6,13879.604514417739,97131.55264935666,999331.5250380771,3982393.6586236227,4981725.1836617,553,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0554,101,72,47,10,15093.477576143616,87216.27454238267,1086730.3854823404,4099164.9034919855,5185895.288974326,554,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0555,83,58,37,3,86202.64507328613,88545.4258060648,4999753.4142505955,3276180.7548243976,8275934.169074994,555,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0556,92,69,34,3,38724.269958879406,60893.478266308564,2671974.627162679,2070378.2610544912,4742352.88821717,556,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0557,113,83,48,3,8694.783550432878,87281.80933222196,721667.0346859288,4189526.847946654,4911193.882632583,557,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0558,90,64,42,5,54313.48080588999,60802.39777585378,3476062.771576959,2553700.706585859,6029763.478162818,558,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0559,105,74,45,3,45068.79436659125,124950.48279100507,3335090.7831277526,5622771.725595228,8957862.508722981,559,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0560,102,74,41,11,18606.616506972015,54057.631939448336,1376889.6215159292,2216362.909517382,3593252.531033311,560,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0561,90,64,27,5,26476.641361838523,57417.19440638087,1694505.0471576655,1550264.2489722834,3244769.296129949,561,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0562,82,55,31,3,21829.84943471671,68897.28561271935,1200641.7189094191,2135815.8539943,3336457.5729037193,562,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0563,92,64,35,7,71937.1386735145,58312.94852003953,4603976.875104928,2040953.1982013835,6644930.073306312,563,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0564,113,73,46,6,13659.98297254693,62355.18575496396,997178.7569959259,2868338.544728342,3865517.301724268,564,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0565,107,85,40,8,24043.172941653076,65579.65448708947,2043669.7000405116,2623186.179483579,4666855.87952409,565,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0566,95,62,41,5,17036.490138924328,108655.52186169673,1056262.3886133083,4454876.396329566,5511138.784942875,566,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0567,113,86,31,8,9322.403467655962,67240.77081570508,801726.6982184127,2084463.8952868574,2886190.59350527,567,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0568,98,69,39,6,82041.70159670743,59864.17307887222,5660877.410172813,2334702.7500760164,7995580.160248829,568,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0569,100,64,41,4,10840.669689272554,56030.16877367799,693802.8601134435,2297236.919720798,2991039.779834241,569,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0570,115,84,46,14,25136.531682226265,61693.55488001894,2111468.661307006,2837903.5244808714,4949372.185787877,570,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0571,93,69,34,7,7751.019299163639,66824.7230924432,534820.331642291,2272040.585143069,2806860.91678536,571,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0572,116,81,49,2,17336.297024357584,86519.71686569297,1404240.0589729643,4239466.126418956,5643706.18539192,572,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0573,104,71,34,9,28372.6602393889,52648.268696038125,2014458.876996612,1790041.1356652963,3804500.0126619083,573,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0574,107,77,43,8,13428.835975400783,55270.18573281638,1034020.3701058603,2376617.9865111043,3410638.3566169646,574,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0575,106,72,41,3,31322.15991221727,60522.43801105972,2255195.5136796436,2481419.9584534485,4736615.472133093,575,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0576,89,66,32,8,18742.9946865133,59786.92115267587,1237037.6493098778,1913181.476885628,3150219.1261955057,576,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0577,132,96,52,4,44180.97331666763,61000.95176278393,4241373.438400093,3172049.4916647645,7413422.930064857,577,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0578,112,80,37,8,49864.09820801496,93976.63098015133,3989127.856641197,3477135.346265599,7466263.202906797,578,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0579,92,56,31,1,15490.049725320032,58483.18398918154,867442.7846179218,1812978.7036646276,2680421.488282549,579,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0580,98,68,42,3,23064.264691306467,66075.84915319279,1568369.9990088397,2775185.6644340972,4343555.663442937,580,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0581,96,72,45,0,24589.444288830946,73935.31362179956,1770439.988795828,3327089.1129809804,5097529.1017768085,581,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0582,89,64,39,5,31939.84526678342,55573.26439821673,2044150.097074139,2167357.311530452,4211507.408604591,582,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0583,130,84,63,3,22217.358966733205,83042.27965564297,1866258.1532055892,5231663.618305507,7097921.7715110965,583,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0584,105,76,37,3,24689.33321275332,68639.39043161145,1876389.3241692525,2539657.4459696235,4416046.7701388765,584,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0585,109,84,39,5,19033.504789168936,63359.42402617526,1598814.4022901906,2471017.537020835,4069831.9393110257,585,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0586,92,69,43,17,23603.349766109583,97111.62264610176,1628631.1338615613,4175799.7737823757,5804430.907643937,586,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0587,89,60,32,2,47990.77654537188,55904.316589502356,2879446.592722313,1788938.1308640754,4668384.723586388,587,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0588,95,70,31,4,32456.303135289563,118020.41345800893,2271941.2194702695,3658632.817198277,5930574.0366685465,588,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0589,98,72,40,2,33548.69966968052,69502.98908457452,2415506.3762169974,2780119.563382981,5195625.939599978,589,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0590,103,67,36,6,33990.69856256071,72807.6504138525,2277376.803691568,2621075.4148986903,4898452.218590258,590,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0591,89,57,40,6,20084.722557326775,114891.51691326773,1144829.1857676262,4595660.6765307095,5740489.862298336,591,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0592,105,69,42,7,26670.04291130866,98751.47323681902,1840232.9608802977,4147561.875946399,5987794.836826697,592,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0593,112,81,49,6,11486.133371316859,72247.98411187218,930376.8030766656,3540151.2214817367,4470528.024558403,593,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0594,102,68,48,11,47159.20956441318,87503.06941454425,3206826.250380096,4200147.331898124,7406973.58227822,594,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0595,91,67,35,3,4147.345377983256,62753.02907695669,277872.14032487816,2196356.017693484,2474228.1580183622,595,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0596,93,59,40,7,20904.31685265531,68655.54926836098,1233354.6943066632,2746221.970734439,3979576.665041102,596,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0597,101,74,35,5,43675.28176090817,51298.16838693276,3231970.8503072043,1795435.8935426467,5027406.743849851,597,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0598,74,49,30,2,9717.457020525597,51919.00086474299,476155.39400575426,1557570.0259422897,2033725.419948044,598,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0599,99,74,48,5,27997.428637634483,101438.83761314681,2071809.7191849516,4869064.205431047,6940873.924615999,599,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0600,94,66,47,6,14640.40032949919,51245.79010367598,966266.4217469466,2408552.134872771,3374818.5566197177,600,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0601,75,53,24,1,17654.0066256622,53853.39049533682,935662.3511600967,1292481.3718880836,2228143.7230481803,601,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0602,104,85,35,7,38853.93261886638,94400.76097387771,3302584.2726036427,3304026.63408572,6606610.906689363,602,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0603,99,78,35,3,24805.83422592107,50022.937414275846,1934855.0696218435,1750802.8094996547,3685657.879121498,603,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0604,100,69,39,4,6498.888747008593,57097.62977258249,448423.3235435929,2226807.5611307174,2675230.88467431,604,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0605,87,61,34,2,12260.581955196101,71014.79145039596,747895.4992669622,2414502.9093134627,3162398.4085804247,605,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0606,94,65,33,8,39545.27278154957,71809.3660524353,2570442.730800722,2369709.079730365,4940151.810531087,606,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0607,90,57,33,1,28835.588957034,91152.21280611055,1643628.5705509381,3008023.0226016482,4651651.593152586,607,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0608,131,91,53,4,62873.581311581,66290.80512261538,5721495.899353871,3513412.671498615,9234908.570852486,608,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0609,105,86,46,3,60451.009545496505,66478.260774867,5198786.820912699,3057999.995643882,8256786.816556581,609,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0610,113,82,42,3,17937.574430195375,83836.5172672037,1470881.1032760206,3521133.7252225555,4992014.828498576,610,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0611,106,70,44,5,98907.73086325408,65902.93377957608,6923541.1604277855,2899729.0863013477,9823270.246729134,611,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0612,121,80,49,15,22352.37373782725,72756.75863916801,1788189.89902618,3565081.1733192327,5353271.072345412,612,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0613,100,69,43,1,12362.202109663553,124493.1836588601,852991.9455667852,5353206.8973309845,6206198.84289777,613,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0614,113,72,35,7,15060.279803841753,61394.59272527979,1084340.1458766062,2148810.745384793,3233150.891261399,614,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0615,106,69,44,3,5687.152354038414,60737.27316884906,392413.5124286506,2672440.0194293587,3064853.5318580093,615,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0616,91,60,36,10,57769.22104463846,50071.15667426466,3466153.262678308,1802561.6402735277,5268714.902951836,616,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0617,97,71,45,3,57345.932358584585,73126.88353836861,4071561.1974595054,3290709.7592265876,7362270.956686093,617,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0618,85,58,29,3,11976.426480289383,50608.150514217676,694632.7358567843,1467636.3649123125,2162269.100769097,618,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0619,113,72,46,4,19211.597785354497,66195.63432661563,1383235.0405455239,3044999.179024319,4428234.219569843,619,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0620,102,77,36,4,23326.94773635804,96000.8128466064,1796174.975699569,3456029.26247783,5252204.238177399,620,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0621,114,78,51,2,12379.3887213465,68810.47116535968,965592.320265027,3509334.0294333436,4474926.34969837,621,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0622,95,75,46,1,7684.332396657859,56696.24549396957,576324.9297493395,2608027.2927226,3184352.2224719394,622,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0623,110,65,45,3,19414.693159379094,92670.44906183665,1261955.055359641,4170170.2077826494,5432125.2631422905,623,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0624,109,76,40,5,18166.823815211956,56698.75581285442,1380678.6099561087,2267950.2325141765,3648628.8424702855,624,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0625,110,69,38,8,17447.52799480539,84798.11115198892,1203879.431641572,3222328.223775579,4426207.655417151,625,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0626,101,66,36,6,25175.577016953408,72888.55213459005,1661588.0831189249,2623987.8768452415,4285575.959964166,626,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0627,95,69,33,4,51933.10853337136,53868.88572762537,3583384.488802624,1777673.2290116372,5361057.717814261,627,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0628,97,60,38,1,18363.942388840656,128270.13137047595,1101836.5433304394,4874264.992078086,5976101.535408526,628,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0629,97,78,38,1,24398.22833034026,54685.7080764721,1903061.80976654,2078056.9069059398,3981118.71667248,629,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0630,92,62,30,5,34068.28985129974,310413.7095865822,2112233.970780584,9312411.287597466,11424645.258378051,630,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0631,91,61,41,2,30714.365505593647,50146.96238168477,1873576.2958412124,2056025.4576490754,3929601.753490288,631,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0632,103,69,39,4,15234.926779417421,56506.3145996756,1051209.9477798021,2203746.2693873486,3254956.2171671507,632,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0633,103,73,38,12,23337.721381005438,54664.28552233856,1703653.660813397,2077242.8498488653,3780896.5106622623,633,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0634,96,70,32,3,30592.920106485897,50282.64067981113,2141504.407454013,1609044.501753956,3750548.909207969,634,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0635,100,69,31,3,11192.388158141692,84713.90931362193,772274.7829117767,2626131.18872228,3398405.9716340564,635,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
M0636,96,60,48,4,47010.365854855474,80233.50487012911,2820621.9512913283,3851208.233766197,6671830.1850575255,636,51f3c6760f42acbe76dda42ed2ccfac04f744e32c97d93a446ea51b9438ecc8f,True
